X,Y,OffenceNum,CaseDate,CaseType,CaseStatus,LienStatus,ParcelNo,CouncilDistrict,City,STATE,Zip,ComplaintRem,OBJECTID,ParcelNo_X,ParcelNo_Y,Address1,Year,Month,GlobalID,created_user,created_date,last_edited_user,last_edited_date
519290.50872317,670800.601708762,C00122773,2021/07/26,NUISANCE,CLOSED,NA,10 09 29 1 003 030.000,DISTRICT 7,MONTGOMERY,AL,36111,,410,1.05833333,10.15805556,2244 ALLENDALE RD,2021,7,{C641A456-E6D4-4C9D-A846-6356DFBF9E86},,,HNAM,2025/03/19 20:12:07+00
519287.83550017,670586.251415677,C00131474,2022/04/12,NUISANCE,CLOSED,NA,10 09 29 1 003 028.002,DISTRICT 7,MONTGOMERY,AL,36111,,411,1.05777833,10.15805556,2258 ALLENDALE RD,2022,4,{3CBC034B-6CC0-4BFC-99EB-9DBAFA638245},,,HNAM,2025/03/19 20:12:07+00
511278.960441839,682177.723967589,C00123570,2021/08/05,NUISANCE,OPEN,Lien Filed,10 03 07 3 304 033.000,DISTRICT 3,MONTGOMERY,AL,36104,ENTIRE PROPERTY MUST BE CUT INCLUDING RIGHT-OF-WAY,412,8.07583333,10.05194444,433 ALABAMA ST,2021,8,{22DFB576-8D1B-4EEE-8C0B-74C546AB0D6B},,,HNAM,2025/03/19 20:12:07+00
519290.50872317,670800.601708762,C00131248,2022/04/11,NUISANCE,CLOSED,NA,10 09 29 1 003 030.000,DISTRICT 7,MONTGOMERY,AL,36111,,413,1.05833333,10.15805556,2244 ALLENDALE RD,2022,4,{8CC4BBC3-C442-4E77-8A97-B4500F93CAD3},,,HNAM,2025/03/19 20:12:07+00
511278.960441839,682177.723967589,C00139110,2022/08/05,NUISANCE,CLOSED,NA,10 03 07 3 304 033.000,DISTRICT 3,MONTGOMERY,AL,36104,ENTIRE PROPERTY  MUST BE CUT INCLUDING RIGHT OF WAY OUTSIDE FENCING,414,8.07583333,10.05194444,433 ALABAMA ST,2022,8,{992CF12C-ACE4-431D-A7A5-4047880CEDB6},,,HNAM,2025/03/19 20:12:07+00
511278.960441839,682177.723967589,C00136395,2022/06/22,NUISANCE,CLOSED,NA,10 03 07 3 304 033.000,DISTRICT 3,MONTGOMERY,AL,36104,,415,8.07583333,10.05194444,433 ALABAMA ST,2022,6,{C7671296-E81D-458D-9090-7007FBB28C91},,,HNAM,2025/03/19 20:12:07+00
489417.564204086,676778.737718344,C00138983,2022/08/04,NUISANCE,CLOSED,NA,11 05 16 3 004 005.000,DISTRICT 4,MONTGOMERY,AL,36108,,416,3.06805556,11.08777778,3236 ALAN LN,2022,8,{3EDAFC4E-19A4-4185-8523-5FDF6BDC8E2C},,,HNAM,2025/03/19 20:12:07+00
489417.564204086,676778.737718344,C00123154,2021/07/30,NUISANCE,CLOSED,NA,11 05 16 3 004 005.000,DISTRICT 4,MONTGOMERY,AL,36108,,417,3.06805556,11.08777778,3236 ALAN LN,2021,7,{B0EBBC80-C9BE-4DC9-9FC3-09CC9FE76BB8},,,HNAM,2025/03/19 20:12:07+00
532266.726865169,674053.617512427,C00125320,2021/09/08,NUISANCE,CLOSED,NA,10 06 23 3 002 004.000,DISTRICT 5,MONTGOMERY,AL,36106,,418,3.03444444,10.10638889,1816 ALDERPOINT DR,2021,9,{80273B6E-8202-40B1-9183-68A437D1DE76},,,HNAM,2025/03/19 20:12:07+00
532266.726865169,674053.617512427,C00132792,2022/04/28,NUISANCE,CLOSED,NA,10 06 23 3 002 004.000,DISTRICT 5,MONTGOMERY,AL,36106,,419,3.03444444,10.10638889,1816 ALDERPOINT DR,2022,4,{4920AE9F-41CE-4253-9874-2A4A3FAC614E},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00154813,2023/08/09,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,420,2.40694444,11.10666667,706 ALEXANDER ST,2023,8,{815FDA52-6078-49C0-A7DB-9887268DA343},,,HNAM,2025/03/19 20:12:07+00
532266.726865169,674053.617512427,C00160394,2024/03/07,NUISANCE,CLOSED,NA,10 06 23 3 002 004.000,DISTRICT 5,MONTGOMERY,AL,36106,THEY HAVE AA PERMIT FROM 2023,421,3.03444444,10.10638889,1816 ALDERPOINT DR,2024,3,{3D1A4FE6-E470-4D26-A0D9-8F1315533086},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00151244,2023/06/27,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,422,2.40694444,11.10666667,706 ALEXANDER ST,2023,6,{8541B7E8-4D9A-499E-A3D1-4C355A4781C9},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00135859,2022/06/14,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,423,2.40694444,11.10666667,706 ALEXANDER ST,2022,6,{13CA1B20-C612-406A-B427-6D3583ED53E4},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00129801,2022/03/07,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,424,2.40694444,11.10666667,706 ALEXANDER ST,2022,3,{16F5E964-878B-4F6D-B4A5-B32AFD612F69},,,HNAM,2025/03/19 20:12:07+00
506241.633574255,674725.197534092,C00144255,2023/01/26,NUISANCE,CLOSED,NA,11 06 24 2 024 024.000,DISTRICT 7,MONTGOMERY,AL,36108,TRASH ON VACANT LOT.,425,2.40666667,11.10666667,712 ALEXANDER ST,2023,1,{0FBA61A4-6C8B-454A-BA09-35D7C6727A8C},,,HNAM,2025/03/19 20:12:07+00
506241.633574255,674725.197534092,C00144256,2023/01/26,NUISANCE,CLOSED,NA,11 06 24 2 024 024.000,DISTRICT 7,MONTGOMERY,AL,36108,TRASH ON VACANT LOT.,426,2.40666667,11.10666667,712 ALEXANDER ST,2023,1,{57A310FB-E521-4568-AC5E-00AF67FB82E1},,,HNAM,2025/03/19 20:12:07+00
506241.633574255,674725.197534092,C00141306,2022/09/13,NUISANCE,CLOSED,NA,11 06 24 2 024 024.000,DISTRICT 7,MONTGOMERY,AL,36108,,427,2.40666667,11.10666667,712 ALEXANDER ST,2022,9,{1765FC27-57A1-4509-865A-9AB80418DE70},,,HNAM,2025/03/19 20:12:07+00
506241.633574255,674725.197534092,C00146754,2023/04/13,NUISANCE,CLOSED,NA,11 06 24 2 024 024.000,DISTRICT 7,MONTGOMERY,AL,36108,,428,2.40666667,11.10666667,712 ALEXANDER ST,2023,4,{6D00331B-6EC3-45D2-9AC1-6121115133B8},,,HNAM,2025/03/19 20:12:07+00
506241.633574255,674725.197534092,C00151272,2023/06/28,NUISANCE,CLOSED,NA,11 06 24 2 024 024.000,DISTRICT 7,MONTGOMERY,AL,36108,,429,2.40666667,11.10666667,712 ALEXANDER ST,2023,6,{3AAEF678-97D1-47D3-9180-BCFEE1A97A19},,,HNAM,2025/03/19 20:12:07+00
506164.25544817,674574.324476257,C00151270,2023/06/28,NUISANCE,CLOSED,NA,11 06 24 2 023 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,430,2.38472222,11.10666667,719 ALEXANDER ST,2023,6,{1B90E737-37CD-496A-8E8C-5C9CF2F6F07D},,,HNAM,2025/03/19 20:12:07+00
506164.25544817,674574.324476257,C00123661,2021/08/09,REPAIR,OPEN,NA,11 06 24 2 023 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,431,2.38472222,11.10666667,719 ALEXANDER ST,2021,8,{1F35BB30-6178-42E0-819E-5640DA069369},,,HNAM,2025/03/19 20:12:07+00
506121.652843088,674723.102722012,C00123657,2021/08/09,NUISANCE,CLOSED,NA,11 06 24 2 024 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,432,2.40583333,11.10666667,726 ALEXANDER ST,2021,8,{BED845BB-D125-419E-B54A-4E9B8ECB6BB1},,,HNAM,2025/03/19 20:12:07+00
506121.652843088,674723.102722012,C00115795,2021/04/07,NUISANCE,OPEN,NA,11 06 24 2 024 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,433,2.40583333,11.10666667,726 ALEXANDER ST,2021,4,{7262D4C6-2194-4774-B4D9-0AC55D4E92D4},,,HNAM,2025/03/19 20:12:07+00
506121.652843088,674723.102722012,C00132093,2022/04/20,NUISANCE,CLOSED,NA,11 06 24 2 024 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,434,2.40583333,11.10666667,726 ALEXANDER ST,2022,4,{760300FD-D5D5-4856-A298-A2A834C0849A},,,HNAM,2025/03/19 20:12:07+00
506121.652843088,674723.102722012,C00151247,2023/06/27,NUISANCE,CLOSED,NA,11 06 24 2 024 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,435,2.40583333,11.10666667,726 ALEXANDER ST,2023,6,{4DB772C6-763D-42CF-9376-F22C67467E50},,,HNAM,2025/03/19 20:12:07+00
506121.652843088,674723.102722012,C00164830,2024/05/24,NUISANCE,OPEN,NA,11 06 24 2 024 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,436,2.40583333,11.10666667,726 ALEXANDER ST,2024,5,{49C72AC5-7410-40F4-84A3-362336459B73},,,HNAM,2025/03/19 20:12:07+00
501335.842204753,679299.567322344,C00139051,2022/08/05,NUISANCE,CLOSED,NA,11 06 14 2 021 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,437,2.35222222,11.10388889,820 ALMA DR,2022,8,{DA5AEBCB-78EB-4A39-A21A-3FD28070615B},,,HNAM,2025/03/19 20:12:07+00
501335.842204753,679299.567322344,C00156572,2023/09/12,NUISANCE,CLOSED,NA,11 06 14 2 021 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,438,2.35222222,11.10388889,820 ALMA DR,2023,9,{97F1239B-F4A1-41C0-968A-46B8DEFA6A8D},,,HNAM,2025/03/19 20:12:07+00
520208.870731588,670535.052043006,C00133830,2022/05/11,NUISANCE,CLOSED,NA,10 08 28 2 007 002.000,DISTRICT 7,MONTGOMERY,AL,36111,,439,2.11722222,10.14111111,2240 ALLENDALE PL,2022,5,{A9957CD8-C4AC-473E-AE10-FB8EE20C33F9},,,HNAM,2025/03/19 20:12:07+00
521930.514269922,682227.528329924,C00144277,2023/01/27,NUISANCE,CLOSED,Lien Released,10 02 09 3 014 002.002,DISTRICT 1,MONTGOMERY,AL,36107,,440,3.23388944,10.03583333,3026 ALTHEA ST,2023,1,{D57A7532-4A65-4E14-9088-F8E396B29B3A},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00142755,2022/10/19,NUISANCE,CLOSED,Lien Released,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,441,1.06888889,11.0875,330 AIR BASE BLVD,2022,10,{B2100CDE-AF7F-4047-A322-8DF259D3BF8B},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00119364,2021/05/26,NUISANCE,CLOSED,Lien Released,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,442,1.06888889,11.0875,330 AIR BASE BLVD,2021,5,{9A990129-FF16-44DD-8DB4-97986CF3D237},,,HNAM,2025/03/19 20:12:07+00
515496.11375292,695715.958045922,C00153238,2023/07/21,NUISANCE,CLOSED,NA,04 09 32 2 006 039.034,DISTRICT 3,MONTGOMERY,AL,36110,,443,2.11084278,4.15888889,124 AMANDA LN,2023,7,{F33961DE-A917-4EEE-BC6D-20F3BC26D537},,,HNAM,2025/03/19 20:12:07+00
515220.218635421,695328.868268929,C00138859,2022/08/02,NUISANCE,CLOSED,NA,04 09 32 2 006 039.053,DISTRICT 3,MONTGOMERY,AL,36110,,444,2.11084806,4.15888889,229 AMANDA LOOP,2022,8,{953A86EF-3995-4487-B1F4-8C60376D63B4},,,HNAM,2025/03/19 20:12:07+00
515496.11375292,695715.958045922,C00164900,2024/05/27,NUISANCE,CLOSED,NA,04 09 32 2 006 039.034,DISTRICT 3,MONTGOMERY,AL,36110,,445,2.11084278,4.15888889,124 AMANDA LN,2024,5,{F3EF8583-CE50-4E6B-9BC6-C82DD6407AD7},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00165266,2024/05/31,NUISANCE,CLOSED,NA,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,446,1.06888889,11.0875,330 AIR BASE BLVD,2024,5,{5970E64E-BEC1-4A76-A5F0-683A396BC47C},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00166674,2024/06/28,NUISANCE,OPEN,Lien Filed,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,SOMEONE MAY BE IN THE BUILDING BE CAREFUL.,447,1.06888889,11.0875,330 AIR BASE BLVD,2024,6,{1C56E104-F91B-4FE6-9CF8-AFB9DF787586},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00159828,2024/02/05,NUISANCE,OPEN,Lien Filed,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,448,1.06888889,11.0875,330 AIR BASE BLVD,2024,2,{75F83BD6-FA1C-45E9-99D5-CD2320AEA5D5},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00171941,2024/10/31,NUISANCE,OPEN,Lien Filed,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,ENTIRE PARCEL MUST BE CUT AND CLEANED,449,1.06888889,11.0875,330 AIR BASE BLVD,2024,10,{0B8CB678-E7E2-45E6-9F35-88ECCA81311C},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00170323,2024/09/04,NUISANCE,CLOSED,NA,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,CLEAN UP ALL DEBRIS AND TRASH,450,1.06888889,11.0875,330 AIR BASE BLVD,2024,9,{7ED445CB-2C2E-4982-A4B3-37DFF2DCBA12},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00170916,2024/09/25,NUISANCE,OPEN,Lien Filed,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,451,1.06888889,11.0875,330 AIR BASE BLVD,2024,9,{1A73891A-B278-487D-AB0A-FB200C79BE5D},,,HNAM,2025/03/19 20:12:07+00
496806.392274171,679480.522012927,C00170375,2024/09/04,OPEN VACANT,CLOSED,NA,11 05 15 1 004 008.000,DISTRICT 4,MONTGOMERY,AL,36108,,452,1.06888889,11.0875,330 AIR BASE BLVD,2024,9,{5683D40B-0538-4BFA-9662-48021E5BE813},,,HNAM,2025/03/19 20:12:07+00
498454.435237922,672532.470292263,C00119317,2021/05/26,NUISANCE,OPEN,NA,11 05 22 4 003 001.003,DISTRICT 4,MONTGOMERY,AL,36108,CUT HIGH GRASS ALONG FENCE LINE AT REAR OF BUILDING,454,4.05027861,11.08944444,1306 AIR BASE BLVD,2021,5,{991E9A0E-A5CA-4FBA-9380-D9C2E152606F},,,HNAM,2025/03/19 20:12:07+00
502843.659727171,674803.618965179,C00121929,2021/07/12,NUISANCE,OPEN,Lien Filed,11 06 23 1 020 018.000,DISTRICT 4,MONTGOMERY,AL,36108,,455,1.33833333,11.10638889,2220 AJAX ST,2021,7,{634EED41-1A83-4990-8745-C7350B5F0567},,,HNAM,2025/03/19 20:12:07+00
502843.659727171,674803.618965179,C00129491,2022/02/24,NUISANCE,OPEN,NA,11 06 23 1 020 018.000,DISTRICT 4,MONTGOMERY,AL,36108,,456,1.33833333,11.10638889,2220 AJAX ST,2022,2,{4C4CDE66-765A-43AE-9416-04E1F68924E8},,,HNAM,2025/03/19 20:12:07+00
498454.435237922,672532.470292263,C00116231,2021/04/13,NUISANCE,CLOSED,NA,11 05 22 4 003 001.003,DISTRICT 4,MONTGOMERY,AL,36108,,457,4.05027861,11.08944444,1306 AIR BASE BLVD,2021,4,{88D5D8AA-83F0-4850-AFB6-D63F11A52464},,,HNAM,2025/03/19 20:12:07+00
502693.664948419,674801.991999924,C00172443,2024/12/05,NUISANCE,OPEN,NA,11 06 23 1 020 015.000,DISTRICT 4,MONTGOMERY,AL,36108,,458,1.3375,11.10638889,2244 AJAX ST,2024,12,{BEBE70F4-0FB2-444B-B5DE-70B97A423BA9},,,HNAM,2025/03/19 20:12:07+00
502693.664948419,674801.991999924,C00163190,2024/04/23,NUISANCE,CLOSED,NA,11 06 23 1 020 015.000,DISTRICT 4,MONTGOMERY,AL,36108,,459,1.3375,11.10638889,2244 AJAX ST,2024,4,{4D0AF851-596D-4BC7-B295-74B40C8E1DE7},,,HNAM,2025/03/19 20:12:07+00
502693.664948419,674801.991999924,C00166545,2024/06/26,NUISANCE,CLOSED,NA,11 06 23 1 020 015.000,DISTRICT 4,MONTGOMERY,AL,36108,,460,1.3375,11.10638889,2244 AJAX ST,2024,6,{EF658AAC-01A2-4BEE-A065-963AD20A4C28},,,HNAM,2025/03/19 20:12:07+00
513904.311490338,665286.715098761,C00126395,2021/10/01,NUISANCE,CLOSED,NA,10 09 31 1 006 010.000,DISTRICT 7,MONTGOMERY,AL,36111,,461,1.10277778,10.15861111,731 ALAMO DR,2021,10,{81D2CDB7-CA58-4911-8AD0-80C7B5AFE317},,,HNAM,2025/03/19 20:12:07+00
513904.311490338,665286.715098761,C00138248,2022/07/26,NUISANCE,CLOSED,NA,10 09 31 1 006 010.000,DISTRICT 7,MONTGOMERY,AL,36111,,462,1.10277778,10.15861111,731 ALAMO DR,2022,7,{C80B998D-9191-4DCE-AEC8-51E4AED466AA},,,HNAM,2025/03/19 20:12:07+00
488812.985688835,677261.074680179,C00136580,2022/06/27,NUISANCE,CLOSED,NA,11 05 16 3 004 014.020,DISTRICT 4,MONTGOMERY,AL,36108,,463,3.07056111,11.08777778,3153 ALAN LN,2022,6,{171143B4-1E91-4578-A02C-9599617EDE3C},,,HNAM,2025/03/19 20:12:07+00
488812.985688835,677261.074680179,C00131257,2022/04/11,NUISANCE,CLOSED,NA,11 05 16 3 004 014.020,DISTRICT 4,MONTGOMERY,AL,36108,,464,3.07056111,11.08777778,3153 ALAN LN,2022,4,{B531E528-EC48-4FF8-AC8A-5BC138BD7777},,,HNAM,2025/03/19 20:12:07+00
489480.342293754,676700.897979006,C00157447,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 003.000,DISTRICT 4,MONTGOMERY,AL,36108,,465,3.0675,11.08777778,3244 ALAN LN,2023,9,{6EEC4298-A152-4A18-98BE-25629DA17EEC},,,HNAM,2025/03/19 20:12:07+00
489480.342293754,676700.897979006,C00157388,2023/09/28,NUISANCE,CLOSED,NA,11 05 16 3 004 003.000,DISTRICT 4,MONTGOMERY,AL,36108,,466,3.0675,11.08777778,3249 ALAN LN,2023,9,{03A9837B-19A6-463E-A226-21A90D270465},,,HNAM,2025/03/19 20:12:07+00
516977.792548086,667579.83813718,C00116699,2021/04/19,GENERIC,CLOSED,NA,10 09 29 3 009 019.000,DISTRICT 7,MONTGOMERY,AL,36111,,467,3.15527778,10.15805556,1435 ADRIAN LN,2021,4,{4362888D-4DBD-4113-AC79-C2C5ACA3F2CB},,,HNAM,2025/03/19 20:12:07+00
489480.342293754,676700.897979006,C00123153,2021/07/30,NUISANCE,CLOSED,NA,11 05 16 3 004 003.000,DISTRICT 4,MONTGOMERY,AL,36108,,468,3.0675,11.08777778,3249 ALAN LN,2021,7,{802E3078-9D2A-4BA8-8974-71947E961025},,,HNAM,2025/03/19 20:12:07+00
505590.084352419,672279.137465596,C00136518,2022/06/24,NUISANCE,CLOSED,NA,11 06 24 3 015 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,469,3.25472222,11.10666667,3203 AGATE ST,2022,6,{EFF64580-DCE5-4AA6-89F7-DB7D9DF151B9},,,HNAM,2025/03/19 20:12:07+00
516977.792548086,667579.83813718,C00116696,2021/04/19,NUISANCE,CLOSED,NA,10 09 29 3 009 019.000,DISTRICT 7,MONTGOMERY,AL,36111,,470,3.15527778,10.15805556,1435 ADRIAN LN,2021,4,{1A199073-D454-4F07-BC19-7A9289A591F9},,,HNAM,2025/03/19 20:12:07+00
505590.084352419,672279.137465596,C00135848,2022/06/14,NUISANCE,CLOSED,NA,11 06 24 3 015 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,471,3.25472222,11.10666667,3203 AGATE ST,2022,6,{47237262-CA47-4941-859A-096B6FBB6EC5},,,HNAM,2025/03/19 20:12:07+00
505417.894736171,672196.565124176,C00141216,2022/09/12,NUISANCE,CLOSED,NA,11 06 24 3 016 022.000,DISTRICT 4,MONTGOMERY,AL,36105,BLACK NISSAN,473,3.27277778,11.10666667,3210 AGATE ST,2022,9,{6C08AEBB-B74F-4AD3-834A-51C96A169EF4},,,HNAM,2025/03/19 20:12:07+00
505417.894736171,672196.565124176,C00129769,2022/03/04,NUISANCE,CLOSED,NA,11 06 24 3 016 022.000,DISTRICT 4,MONTGOMERY,AL,36105,ALL VEHICLES MUST HAVE PUMPED UP TIRES AND BE IN GOOD WORKING CONDITION.,474,3.27277778,11.10666667,3210 AGATE ST,2022,3,{642BC9BE-A207-4CF3-A76D-0CAD86028514},,,HNAM,2025/03/19 20:12:07+00
497664.539179921,676667.682166174,C00142514,2022/10/12,NUISANCE,CLOSED,NA,11 05 15 4 008 003.000,DISTRICT 4,MONTGOMERY,AL,36113,TRASH AND FURNITURE AROUND DUMPSTER NEED TO BE REMOVE AND CLEAN AREA.,475,4.13416667,11.0875,755 AIR BASE BLVD,2022,10,{5CD1CB54-8089-4D21-906E-AFA87D11E7D1},,,HNAM,2025/03/19 20:12:07+00
497316.706214171,678861.214196429,C00168251,2024/07/24,NUISANCE,CLOSED,NA,11 05 15 4 002 001.000,DISTRICT 4,MONTGOMERY,AL,36108,,476,4.03361111,11.0875,449 AIR BASE BLVD,2024,7,{97E1C0AD-30F8-4235-9336-4BACA7FECBBC},,,HNAM,2025/03/19 20:12:07+00
497210.580770254,678365.599374011,C00168253,2024/07/24,NUISANCE,CLOSED,NA,11 05 15 4 005 001.000,DISTRICT 4,MONTGOMERY,AL,36108,,477,4.08361111,11.0875,525 AIR BASE BLVD,2024,7,{FF6925F8-BE7D-48DB-AAFC-AA92CEB8CD2D},,,HNAM,2025/03/19 20:12:07+00
497210.580770254,678365.599374011,C00150160,2023/06/07,NUISANCE,CLOSED,NA,11 05 15 4 005 001.000,DISTRICT 4,MONTGOMERY,AL,36108,,478,4.08361111,11.0875,525 AIR BASE BLVD,2023,6,{9000495A-BA18-4F10-9246-27F9E2A30310},,,HNAM,2025/03/19 20:12:07+00
497050.84454117,677956.649076425,C00170921,2024/09/25,NUISANCE,CLOSED,NA,11 05 15 4 004 002.001,DISTRICT 4,MONTGOMERY,AL,36108,,479,4.0672225,11.0875,532 AIR BASE BLVD,2024,9,{467D0AED-B7E7-4CE9-9968-7A32C1E3E220},,,HNAM,2025/03/19 20:12:07+00
497044.45380592,677686.179473013,C00170763,2024/09/20,NUISANCE,OPEN,Lien Filed,11 05 15 4 007 001.001,DISTRICT 4,MONTGOMERY,AL,36108,,480,4.11694472,11.0875,600 AIR BASE BLVD,2024,9,{A4411759-CD74-4CB2-B872-D5E969C9CA66},,,HNAM,2025/03/19 20:12:07+00
532575.356169172,672755.204098761,C00126240,2021/09/29,NUISANCE,CLOSED,NA,10 06 23 3 001 022.000,DISTRICT 5,MONTGOMERY,AL,36106,,481,3.02277778,10.10638889,1924 ALDERPOINT DR,2021,9,{DDD19C75-CA66-4A2B-9B08-52F4670652DD},,,HNAM,2025/03/19 20:12:07+00
538487.83745442,660972.055749096,C00115607,2021/04/05,NUISANCE,CLOSED,NA,10 07 36 3 000 001.002,DISTRICT 6,MONTGOMERY,AL,36116,,482,3.00027833,10.12666667,6000 ALDERSBROOK CT,2021,4,{1F294DEB-960D-4A5C-81D2-F2E02CACCB6F},,,HNAM,2025/03/19 20:12:07+00
538487.83745442,660972.055749096,C00170689,2024/09/18,NUISANCE,CLOSED,NA,10 07 36 3 000 001.002,DISTRICT 6,MONTGOMERY,AL,36116,,483,3.00027833,10.12666667,6000 ALDERSBROOK CT,2024,9,{97A19756-68EC-421E-B25F-206D6168A4AB},,,HNAM,2025/03/19 20:12:07+00
538487.83745442,660972.055749096,C00136577,2022/06/27,NUISANCE,CLOSED,NA,10 07 36 3 000 001.002,DISTRICT 6,MONTGOMERY,AL,36116,,484,3.00027833,10.12666667,6000 ALDERSBROOK CT,2022,6,{E6E2B662-A813-47CC-9DD7-E767B9DDAC48},,,HNAM,2025/03/19 20:12:07+00
538487.83745442,660972.055749096,C00133611,2022/05/09,NUISANCE,CLOSED,NA,10 07 36 3 000 001.002,DISTRICT 6,MONTGOMERY,AL,36116,,485,3.00027833,10.12666667,6000 ALDERSBROOK CT,2022,5,{7B4FFCEF-98DA-452D-9153-D9B0DA64D34A},,,HNAM,2025/03/19 20:12:07+00
506204.248806503,674575.022965677,C00123656,2021/08/09,NUISANCE,OPEN,NA,11 06 24 2 023 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,486,2.38444444,11.10666667,715 ALEXANDER ST,2021,8,{F342A7AB-B67F-4D77-A630-F2835EA976F5},,,HNAM,2025/03/19 20:12:07+00
506204.248806503,674575.022965677,C00151269,2023/06/28,NUISANCE,CLOSED,NA,11 06 24 2 023 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,487,2.38444444,11.10666667,715 ALEXANDER ST,2023,6,{F6444731-3584-4F15-B13C-627191BFC8FA},,,HNAM,2025/03/19 20:12:07+00
506204.248806503,674575.022965677,C00115681,2021/04/06,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,488,2.38444444,11.10666667,715 ALEXANDER ST,2021,4,{776F9EFE-C2F1-40C9-A4BC-3F8D56923BBC},,,HNAM,2025/03/19 20:12:07+00
538487.83745442,660972.055749096,C00152743,2023/07/19,GENERIC,CLOSED,NA,10 07 36 3 000 001.002,DISTRICT 6,MONTGOMERY,AL,36116,,489,3.00027833,10.12666667,6000 ALDERSBROOK CT,2023,7,{0BF39083-19E9-4B5E-A698-C42C404DE58C},,,HNAM,2025/03/19 20:12:07+00
506161.646201421,674723.801867589,C00151799,2023/07/10,NUISANCE,CLOSED,NA,11 06 24 2 024 022.000,DISTRICT 7,MONTGOMERY,AL,36108,,490,2.40611111,11.10666667,720 ALEXANDER ST,2023,7,{3E2884D0-71DA-4496-BF23-3AD4B3734663},,,HNAM,2025/03/19 20:12:07+00
506161.646201421,674723.801867589,C00151246,2023/06/27,NUISANCE,CLOSED,NA,11 06 24 2 024 022.000,DISTRICT 7,MONTGOMERY,AL,36108,,491,2.40611111,11.10666667,720 ALEXANDER ST,2023,6,{5167109D-1F04-46CD-9FEA-EAFAC15AC596},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00154805,2023/08/09,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,492,2.38555556,11.10666667,735 ALEXANDER ST,2023,8,{E740A2C1-46EC-4607-9C6D-8CE68D9E7C31},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00163598,2024/05/01,NUISANCE,OPEN,NA,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,493,2.38555556,11.10666667,735 ALEXANDER ST,2024,5,{9AE2DC07-B788-4587-BA9E-ECF1A7D60CA0},,,HNAM,2025/03/19 20:12:07+00
