X,Y,OBJECTID,FacilityName,LicenseeName,Director,Phone,Address,City,ZipCode,Day_Hours,Day_Ages,Day_Capacity,Night_Hours,Night_Ages,Night_Capacity,Status,License_Ex,Consultant,ContactPerson,Notes,LastUpdate,LastEditor,created_user,created_date,last_edited_user,last_edited_date
-9605100.74407138,3810587.85066424,127,MORE ROOM TO GROW,,VIRGINIA BASS,(334)669-0902,1955 WALNUT STREET,MONTGOMERY,36106,06:30 AM - 07:00 PM,0 MOS Through 12 YRS,,07:00 PM - 12:00 AM,0 MOS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9603713.2514907,3810912.44405936,128,MU THETA CHI CHRISTIAN INC.,,LISA WILLIAMS,(334)265-6086,1562 ANN STREET,MONTGOMERY,36107,06:00 AM - 07:00 PM,3 WKS Through 14 YRS,,07:00 PM - 11:00 PM,3 WKS Through 14 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9594578.26155513,3813811.48063001,129,NANCY'S CHILD CARE AND LEARNING CENTER,,NANCY BACK,(334)467-2362,84 ASHBURTON DR,MONTGOMERY,36117,06:00 AM - 07:00 PM,6 WKS Through 14 YRS,,07:00 PM - 08:00 PM,6 WKS Through 14 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9614800.45557886,3810603.6686851,130,MOORE'S ACADEMY,,TRIFARI MOORE,(334)400-9324,3129 OLD SELMA RD.,MONTGOMERY,36108,06:30 AM - 07:00 PM,1 YRS Through 10 YRS,,07:00 PM - 11:30 PM,1 YRS Through 10 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604715.90897297,3805509.94915821,131,NARROW LANE ROAD HEAD START,,DEMETRIA THOMAS,(334)281-2895,4437 NARROW LANE ROAD,MONTGOMERY,36116,06:30 AM - 07:00 PM,12 MOS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9608168.25571929,3811548.99701234,132,NEW BEGINNINGS CHILD CARE CENTER,,CHIQUITA BALDWIN,(334)356-8606,661 HOLCOMB ST,MONTGOMERY,36104,06:45 AM - 07:00 PM,4 WKS Through 13 YRS,,07:00 PM - 11:30 PM,21/2 YRS Through 13 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9606852.57208518,3807107.0021454,133,MY KIDS 2 CHILD CARE CENTER,,VANESSA BALL,(334)593-2351,3730 NORMAN BRIDGE ROAD,MONTGOMERY,36105,06:30 AM - 07:00 PM,2 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9608281.91282419,3811513.9396894,134,NEW BEGINNING'S CHILD CARE #2,,CHIQUITA BALDWIN,(334)819-0808,224 W FRED D GRAY AVE,MONTGOMERY,36104,07:30 AM - 05:45 PM,4 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9615831.16103252,3809466.55056433,135,NEW GENERATION PRESCHOOL IN MONTGOMERY,,JEFFREY STRAUGHN,(334)263-9660,3461 OLD SELMA RD,MONTGOMERY,36108,06:30 AM - 06:00 PM,6 WKS Through 15 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604971.49531692,3812866.23228104,136,NEW HORIZON PRESCHOOL & LEARNING CTR LLC,,CAMILLA THOMAS,(334)834-9403,213 S. MADISON TERRACE,MONTGOMERY,36107,05:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9606370.1194759,3815465.0209248,137,NEW TOWN HEAD START CENTER,,ERIC HYATT,(334)386-3571,1765 NORTH DECATUR,MONTGOMERY,36104,06:30 AM - 07:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607221.71299752,3808677.12755053,138,NEW GROWTH CHILDCARE,,SONDRA HARRIS,(334)356-1110,3388 SOUTH HULL STREET,MONTGOMERY,36105,06:00 AM - 06:00 PM,6 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9599994.17767899,3805478.99465938,139,NEXT STEP LEARNING CENTER LLC,,LATRICE RENEE HORTON,(334)324-1006,4355 VIRGINIA LOOP RD,MONTGOMERY,36116,06:00 AM - 06:00 PM,6 WKS Through 15 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602796.3150611,3805964.29345042,140,NOW FAITH MINISTRIES,,MELVA DUPREE,(334)288-1611,3085 WOODLEY RD,MONTGOMERY,36116,06:00 AM - 06:00 PM,6 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604953.46833452,3812785.82940398,141,NURTURE AND GROW CHILDCARE,,NEIKI MOTLEY,(334)782-6402,1806 MT. MEIGS ROAD,MONTGOMERY,36107,06:00 AM - 06:00 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604934.42455644,3810635.29375447,142,NOVA GRACE CHILD DEVELOPMENT CTR,,KENDRETTA WATKINS,(334)296-3032,2019 CLUBVIEW ST,MONTGOMERY,36106,06:00 AM - 06:00 PM,6 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596139.51947248,3811569.42849099,143,"OUR CHILDREN'S ACADEMY, LLC",,KAY CULLERS,(334)647-1113,1000 MONTICELLO COURT,MONTGOMERY,36117,06:30 AM - 06:00 PM,0 WKS Through 6 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605579.63251884,3816841.75602224,144,OUTREACH DELIVERANCE CHURCH DAY CARE,,CASSANDRA LODER,(334)593-8562,1624 RIGBY STREET,MONTGOMERY,36110,06:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9611362.90730995,3808570.52849858,145,PEE WEE ANGELS CHRISTIAN LRN CTR,,LINDA JOINER,(334)241-0725,2972 WEST EDGEMONT AVE,MONTGOMERY,36108,06:00 AM - 05:30 PM,3 WKS Through 11 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9591364.80861483,3815531.07049864,146,PEGGY'S DAYCARE,,PEGGY PEACOCK,(334)272-6408,7297 OLD MITYLENE ROAD,MONTGOMERY,36117,07:00 AM - 05:00 PM,6 WKS Through 5 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602651.38146579,3805432.62666462,147,PRESHUS JEWELS DEVELOPMENT CENTER,,NEKIA PARKS,(334)538-8757,3225 WOODLEY ROAD,MONTGOMERY,36116,06:00 AM - 07:00 PM,6 WKS Through 8 YRS,,07:00 PM - 12:00 AM,6 WKS Through 8 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602160.34444771,3815094.68817879,148,PROVIDENCE EARLY CHILDHOOD LEARN.ACADEMY,,ANGELA WILLIAMS,(334)271-2223,508 COLISEUM BOULEVARD,MONTGOMERY,36109,06:30 AM - 05:45 PM,4 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9593821.17849828,3807335.45320952,149,PROVIDENCE EARLY CHILDHOOD LEARN. ACAD.E,,ANGELA WILLIAMS,(334)356-2300,3410 KESSINGER DRIVE,MONTGOMERY,36116,06:30 AM - 05:45 PM,4 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602406.80539521,3804222.1093239,150,PRISCILLA WRIGHT,,PRISCILLA WRIGHT,(334)398-8271,125 SPRING VALLEY RD,MONTGOMERY,36116,06:00 AM - 07:00 PM,0 WKS Through 6 YRS,,07:00 PM - 12:00 AM,0 WKS Through 6 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605526.75551503,3819184.64119581,151,RESURRECTION PRESCHOOL,,MARTHA PETTWAY,(334)230-1970,2815 FORBES DRIVE,MONTGOMERY,36110,07:00 AM - 05:30 PM,2 1/2 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601880.82489945,3813122.07775813,152,RITA'S DAY CARE,,RITA HIPPS,(334)315-9579,513 KAREN ROAD,MONTGOMERY,36109,07:00 AM - 05:30 PM,6 WKS Through 4 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596859.64374257,3812203.11670765,153,RIVER REGION KIDS I,,CAMILLA THOMAS,(334)215-3499,620 EASTERN BLVD,MONTGOMERY,36117,05:00 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595164.13566975,3809328.44979716,154,PROVIDENCE PRESBYTERIAN PRESCHOOL,,MEGAN JOLLEY,(334)274-1018,2130 BELL ROAD,MONTGOMERY,36117,07:00 AM - 05:30 PM,6 WKS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596109.24150478,3813371.33835316,155,RIVER REGIONS KIDS III,,CAMILLA THOMAS,(334)593-3825,5690 ATLANTA HWY,MONTGOMERY,36117,05:00 AM - 06:00 PM,6 WKS Through 14 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605036.73546719,3811289.36325563,156,ROOM TO GROW,,VIRGINIA BASS,(334)269-3411,1825 WEST SECOND STREET,MONTGOMERY,36106,05:00 AM - 07:00 PM,0 WKS Through 12 YRS,,07:00 PM - 12:00 AM,0 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607800.57045707,3807350.60420783,157,"RIVER REGION KIDS II, LLC",,CAMILLA THOMAS,(334)398-8109,3874 S. COURT ST,MONTGOMERY,36105,06:00 AM - 06:00 PM,6 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607361.0290716,3813100.47859356,158,RSA HEAD START,,ERIC HYATT,(334)223-9604,300 MONROE STREET,MONTGOMERY,36105,06:30 AM - 07:00 PM,0 WKS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9612364.00655815,3804751.48089976,159,SCHOOL HOUSE ROCK DAYCARE,,SHARON HARRIS,(334)286-8100,4521 MOBILE HWY,MONTGOMERY,36108,05:30 AM - 07:00 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604415.78734139,3817631.85300756,160,SHINING STARS LEARNING CENTER,,VERONICA HINKLE,(334)593-9001,239 BROADWAY STREET,MONTGOMERY,36110,06:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9603870.43638514,3812328.59571366,161,SECOND MOM CHILD CARE CENTER,,OLLIE GRAY,(334)832-9403,2703 HIGHLAND AVENUE,MONTGOMERY,36107,05:30 AM - 07:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601425.4125175,3808139.28222272,162,SMILING FACES,,VERETTA PETTY,(334)531-5526,3412 FERNWAY DRIVE,MONTGOMERY,36111,06:30 AM - 07:00 PM,0 WKS Through 12 YRS,,07:00 PM - 12:00 AM,0 WKS Through 12 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9603791.84389998,3812254.52117073,163,SECOND MOM'S TOO,,OLLIE GRAY,(334)832-1876,2726 HIGHLAND AVE,MONTGOMERY,36107,06:00 AM - 07:00 PM,2 1/2 YRS Through 14 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596493.7405794,3808019.64535461,164,ST JAMES FRANK LEU ELEM.PRESCHOOL,,ERIN CAPILOUTO SOMMER,(334)277-8033,6000 VAUGHN ROAD,MONTGOMERY,,07:30 AM - 05:45 PM,18 MOS Through 11 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9612188.01114006,3802857.88666798,165,SOUTHLAWN CHILD CARE CENTER,,TONYA HARRIS,(334)286-1056,125 GREENLEAF DRIVE,MONTGOMERY,36108,05:30 AM - 05:30 PM,3 WKS Through 15 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604925.74696563,3804985.81580375,166,SUCCESS BY 6/ SETH JOHNSON ELEM SCH PREK,,ANITA MCCANTS,(334)284-8016,4550 NARROW LANE RD,MONTGOMERY,36116,07:30 AM - 02:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607279.48861828,3813382.9394162,167,STEPPING STONE CHRISTIAN ACADEMY,,SHENIKA BURNS,(334)604-1219,220 NORTH HULL STREET,MONTGOMERY,36104,06:00 AM - 06:00 PM,6 WKS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600839.09976913,3814563.93436663,168,SUGAR PLUM CHILD DEV. CENTER TOO!,,"ROBERT SMITH, JR.",(334)356-4270,417 DALRAIDA ROAD,MONTGOMERY,36109,06:00 AM - 07:00 PM,6 WKS Through 18 YRS,,07:00 PM - 12:00 AM,6 WKS Through 18 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9592375.5837895,3811854.23952995,169,TAYLOR ROAD HEAD START,,ERIC HYATT,(334)279-5065,7050-7060 UNIVERSITY CT,MONTGOMERY,36117,,N/A,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9598542.23799829,3807014.78363719,170,TENDER LOVING KARE,,JANICE DOTSON,(334)284-3783,3332 ROYAL CARRIAGE DR,MONTGOMERY,36116,07:30 AM - 05:30 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9606345.85018107,3812392.65024576,171,THE HEART LEARNING CENTER,,QUEEN HARVEY,(334)649-1121,934 CENTENNIAL WAY,MONTGOMERY,36104,05:30 AM - 07:00 PM,0 MOS Through 16 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9616210.87365529,3804046.14136189,172,SUCCESS BY6/MLK ELEMENTARY PRE-K CLASS,,ANITA MCCANTS,(334)284-8080,4655 GATEWAY STREET,MONTGOMERY,36108,07:30 AM - 03:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600346.06603391,3810232.82985214,173,THE LEARNING TREE - CARMICHAEL RD LOCATI,,RUBY DAVIS,(334)271-4733,4120 CARMICHAEL RD,MONTGOMERY,36106,06:30 AM - 06:00 PM,12 MOS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602513.78173232,3804999.64461877,174,THE LEARNING TREE - WOODLEY RD LOCATION,,MALIKA MATTHEWS,(334)284-5560,3335 WOODLEY RD,MONTGOMERY,36116,06:30 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9592345.97747297,3811866.76165245,175,THE SOURCE,,JOE WILLIAMS,(334)202-4033,7070 UNIVERSITY COURT,MONTGOMERY,36117,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605018.36335306,3810930.10156964,176,THE MCFORD KIDS ACADEMY INC,,TRELLIS COSBY,(334)356-0125,1720 MULBERRY ST,MONTGOMERY,36107,05:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9597474.46154651,3804138.99921118,177,TRAIN THEM UP ACADEMY,,DORIS NICHOLS,(334)239-9100,6160 BREWBAKER BLVD,MONTGOMERY,36116,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9610033.08778009,3811564.15350525,178,THELMA SMILEY MORRIS ELEMEN HEAD START,,LISA BANKS,(334)399-0841,801 HILL STREET,MONTGOMERY,36108,06:30 AM - 07:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9599530.31163203,3809864.6422804,179,TRINITY PRESBYTERIAN SCHOOL,,LINDA HELMS,(334)213-2140,1700 EAST TRINITY BLVD,MONTGOMERY,36106,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9597726.71690782,3804099.34879623,180,TRUE DIVINE CHILD CARE DEVELOPMENT CTR.,,ALETHEA MACK,(334)288-4558,4601 TROY HIGHWAY,MONTGOMERY,36116,06:00 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605464.75298744,3817458.05758929,181,TRANSFORMATION CENTER,,DEBBIE PEAVY,(334)398-8147,2625 LOWER WETUMPKA RD,MONTGOMERY,36110,07:00 AM - 03:00 PM,4 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607242.96827317,3810385.56577525,182,TRINITY PRESBYTERIAN CHURCH,,BETTY CARROLL,(334)262-3892,1728 SOUTH HULL STREET,MONTGOMERY,36104,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9603099.76790037,3809792.16264971,183,VANESSA B TULLO,,VANESSA TULLO,(334)322-2688,1828 SYLVAN DRIVE,MONTGOMERY,36106,07:00 AM - 06:00 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607473.29634318,3808980.05457217,184,TWINKLE TOES PLAYHOUSE,,PAMELA ROBINSON,(334)221-9609,3284 SOUTHMONT DRIVE,MONTGOMERY,36105,07:30 AM - 05:00 PM,6 WKS Through 18 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595621.33030129,3815044.19960123,185,TRUE WORD OF LIFE CH/OPEN ARMS LEARN.&DC,,EWANDER PAYNE,(334)649-1065,5855 WARES FERRY ROAD,MONTGOMERY,36117,06:30 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601364.19381569,3806694.77427927,186,UNITY COMMUNITY OUTREACH MINISTRIES,,CAROL JONES,(334)233-0924,2813 EAST SOUTH BLVD,MONTGOMERY,36116,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605396.51766253,3813894.13341342,187,VANESSA SUGGS,,VANESSA SUGGS,(334)262-3368,1602 LYNDLE ROAD,MONTGOMERY,36107,05:30 AM - 06:00 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9589137.7496598,3807827.28238374,188,"VAUGHN ROAD PRESCHOOL, LLC",,BARBARA ANDERSON,(334)277-4815,8790 VAUGHN ROAD,MONTGOMERY,36117,06:00 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9593414.19235475,3814706.70908546,189,W.S. GARRETT ELEM. SCHOOL HEAD START,,KYERIA WILLIAMS,(334)399-2456,555 MCLEMORE DR,MONTGOMERY,36117,06:30 AM - 07:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9594623.1235116,3816035.63207566,190,WARES FERRY ROAD ELEM. SCHOOL HEAD START,,KIRK HATCHER,(334)840-6435,6425 WARES FERRY ROAD,MONTGOMERY,36117,06:30 AM - 07:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
