OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
5194,C00180754,3133 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",15 02 03 1 003 040.000,NUISANCE,1751328000000,6,{F0FFE5C6-C234-4290-857F-B58E26D51DB8},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5195,C00180755,3135 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",15 02 03 1 003 041.000,NUISANCE,1751328000000,6,{D9B4E140-D32A-4C7A-917D-FF38C27A7270},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5196,C00180756,3137 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",15 02 03 1 003 042.000,NUISANCE,1751328000000,6,{4F2C51EE-ADD3-4788-8003-73CACA4C1B0F},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5197,C00180757,3139 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",15 02 03 1 003 043.000,NUISANCE,1751328000000,6,{19ACB7FA-3BE9-4F1A-9C6B-F2AEC3F61B41},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5198,C00180758,3141 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",15 02 03 1 003 044.000,NUISANCE,1751328000000,6,{536C4AE4-6B41-4F16-89EF-33BC7402C530},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5199,C00180759,3143 GENTILLY CT,"Litter, Junk, Trash, Overgrown Grass, Weeds",15 02 03 1 003 045.000,NUISANCE,1751328000000,6,{D7DE0809-E6F7-444E-BBCC-1454ABF2B7E6},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5200,C00180760,3145 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",15 02 03 1 003 046.000,NUISANCE,1751328000000,6,{6DA7EF3C-185D-4477-8718-7D7F002F2E89},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5201,C00180761,3147 GENTILLY CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",15 02 03 1 003 047.000,NUISANCE,1751328000000,6,{E63F0CA7-D5C3-4378-AF45-F473BA9DF7DE},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5202,C00180573,939 EAST EDGEMONT AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 04 19 4 023 015.000,NUISANCE,1751328000000,7,{33EDB789-DBA5-4B75-BBB2-3EA38A2ECE25},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5203,C00180577,MALABAR RD,"Bldg. Material, Carpet, Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 08 33 4 014 014.005,NUISANCE,1751328000000,6,{833129F8-6A92-4444-A702-418774C39C90},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5204,C00180578,WOODLEY RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 33 4 014 012.001,NUISANCE,1751328000000,6,{84D9A709-6BAD-4013-B6E5-A25FDA703A04},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5205,C00180579,BALDWIN BRANCH,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 33 4 014 014.002,NUISANCE,1751328000000,6,{379B8B18-1B94-4148-A2E2-88E368EB51A7},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5206,C00180580,3400 MALABAR RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 33 4 014 014.004,NUISANCE,1751328000000,6,{5312E552-E992-4CF3-810A-0EC3EF8508B6},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5207,C00180654,LYNCHBURG DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 08 34 4 001 034.002,NUISANCE,1751328000000,6,{A52052E5-0AD6-4F19-BB11-49364FD3117D},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5208,C00180655,VIRGINIA LOOP RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 34 4 001 035.000,NUISANCE,1751328000000,6,{E91019DC-53C4-403C-AAC0-B5B6B76435BB},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5209,C00179327,511 CLIFF RD,Emergency Demolition,10 02 03 3 012 009.000,EMERGENCY DEMOLITION,1751328000000,2,{44020399-298D-4061-BECB-BA216BCF7FAD},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5210,C00181029,700 EAST JEFFERSON ST,"Abandoned/Obsolete Sign, Weeds",10 03 07 4 005 005.000,SIGN,1751328000000,3,{7259B6E2-493E-4F77-BA39-B47AEEE6547A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5211,C00181030,701 MADISON AVE,Abandoned/Obsolete Sign,10 03 07 4 005 008.000,SIGN,1751328000000,3,{3D7589F4-8662-493A-8EC5-FEF8808A883D},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5212,C00181191,3771 MACLAMAR RD,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 09 29 1 005 028.000,NUISANCE,1751328000000,5,{FA0EBBE1-7F40-4EAB-95A2-682947A5F1BA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5213,C00180896,2761 FORSYTH LN,"Bldg. Material, Carpet, Debris, Furniture, Litter, Junk, Trash",10 08 34 3 004 006.000,NUISANCE,1751328000000,6,{118367D7-2F21-4C43-B148-1AEBD3AAFC0B},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5214,C00180948,2961 MOORCROFT DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 34 3 001 001.007,NUISANCE,1751328000000,6,{9A24CBBC-B671-40F5-BE72-9D3D65787896},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5215,C00180949,2913 MOORCROFT DR,"Carpet, Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 34 3 001 026.000,NUISANCE,1751328000000,6,{F1579A3F-55C7-4A39-B085-5B5DF532E8DA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5216,C00180950,2724 ENDICOTT DR,"Carpet, Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 34 3 006 007.000,NUISANCE,1751328000000,6,{095FA487-37FB-4A60-B4AB-97D9048F373B},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5217,C00180951,2730 ENDICOTT DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 34 3 006 006.000,NUISANCE,1751328000000,6,{D383AA11-F171-428F-84A4-4EF35F71D60B},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5218,C00180930,2626 FISK RD,"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds, Wood",10 08 28 4 007 022.000,NUISANCE,1751328000000,5,{F022F09B-5FAD-44FE-9BB7-E705C3C46405},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5219,C00180922,3135 LEXINGTON RD,"Bldg. Material, Carpet, Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 04 19 4 008 004.000,NUISANCE,1751328000000,7,{6A72B864-D2D3-42F7-8650-EEFD14C6E38C},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5220,C00181009,2305 ELSMEADE DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 08 33 2 005 012.000,NUISANCE,1751328000000,5,{2D886691-2AF0-4CF8-BA70-88DF75A11056},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5221,C00181010,3104 MEADOW LN,Junk Vehicles,10 08 33 2 006 001.000,NUISANCE,1751328000000,6,{AF43D11F-A595-46F2-9D51-3CED69FBDA6B},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5222,C00181017,3610 AUDUBON RD,Junk Vehicles,10 09 29 3 004 002.000,NUISANCE,1751328000000,7,{F14222CD-9E43-4B52-9D24-4581E35BD959},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5223,C00181018,3721 PRINCETON RD,"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tires, Tree Limbs, Weeds",10 09 30 4 016 006.000,NUISANCE,1751328000000,7,{BAD07B15-0FCC-4C05-8A26-41343906FFB4},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5224,C00181019,1102 DRUID HILLS DR,"Appliances, Bldg. Material, Carpet, Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds, Wood",10 09 32 2 006 001.000,NUISANCE,1751328000000,7,{E0DCC5E8-6D2C-460F-8429-340180B32CB1},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5225,C00181020,3852 WOODLEY RD,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",15 02 03 3 002 001.002,NUISANCE,1751328000000,6,{0F8FCD06-21D9-496B-9C33-A786D75143EA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5226,C00181025,3468 NORMAN BRIDGE RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 09 30 2 001 022.000,NUISANCE,1751328000000,7,{96F4D544-C94E-4093-9D20-E831DB4DD176},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5227,C00180970,318 PRAIRIE VISTA,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 005 042.000,NUISANCE,1751328000000,4,{8CEAD416-6553-4158-9D4F-5570CB7680E2},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5228,C00181061,1305 BELVIEW ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 4 020 006.000,NUISANCE,1751328000000,7,{9FC78C4C-0119-498C-8E98-5BAC6343BFD5},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5229,C00181027,3227 NORMAN BRIDGE RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 04 19 4 017 004.000,NUISANCE,1751328000000,7,{49D14889-E8D1-4596-BF57-B80519692E06},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5230,C00180966,3516 SOUTHMONT DR,Pooling/Ponding of Foul Water,10 09 30 2 008 027.000,NUISANCE,1751328000000,7,{3C9BC5B0-61B3-43E2-8BAF-C0502E4A989F},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5231,C00181111,1530 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 004 018.000,NUISANCE,1751328000000,7,{F0E3FF74-8586-4C5F-B666-7F10F43898C4},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5232,C00181156,131 CANNA DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 032.000,NUISANCE,1751328000000,4,{B6F726CB-9AF2-4F82-AA8C-9B09A3D4AFBA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5233,C00181158,123 CANNA DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 030.000,NUISANCE,1751328000000,4,{D83F3F0F-AB75-4CAE-AC4A-6BF1B64C6ABF},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5234,C00181159,119 CANNA DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 029.000,NUISANCE,1751328000000,4,{7BA68352-1553-4768-9102-03A9E18F9C67},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5235,C00181157,127 CANNA DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 031.000,NUISANCE,1751328000000,4,{E26EA75A-0C4B-4D03-A09E-6C879C362BB9},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5236,C00181198,111 CANNA DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 027.000,NUISANCE,1751328000000,4,{951D04E8-B74D-4BB9-B7DE-C953EF44AFB7},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5237,C00181200,158 CANNA DR,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 015 006.000,NUISANCE,1751328000000,4,{8148F7D6-63DB-44F2-AF39-9DE4DA435D37},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5238,C00181201,167 CANNA DR,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 011 041.000,NUISANCE,1751328000000,4,{18D28FA1-65F7-4501-87BA-393A4BA2C830},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5239,C00182040,130 MARTIN PATTON ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 2 005 103.000,NUISANCE,1751328000000,5,{87B4AFBA-6E53-4D8B-8BB5-7CBA2FB5DF33},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5240,C00180643,2050 SOUTH LINCOLN TER,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 091.000,NUISANCE,1751328000000,4,{808804CE-E2A6-493D-BD0F-249F093CE3AC},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5241,C00180644,2054 SOUTH LINCOLN TER,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 090.000,NUISANCE,1751328000000,4,{8CEDA59D-DC6B-40E9-82C5-9DBA37AF56E3},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5242,C00181223,369 WEST DELANO AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 005 022.000,NUISANCE,1751328000000,4,{F22ADE8C-84E1-4C83-9C79-A6E9FA34F15B},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5243,C00180645,LINCOLN TERR,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 089.000,NUISANCE,1751328000000,4,{9EC09CF6-9253-4D1C-91F6-9819C33ECF60},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5244,C00180646,2062 SOUTH LINCOLN TER,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 088.000,NUISANCE,1751328000000,4,{779C8C36-72E9-41D5-89F8-F4C7B8D9CE8A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5245,C00180647,LINCOLN TER,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 087.000,NUISANCE,1751328000000,4,{496C13C7-B52B-4C7D-97D5-63A9BC9D8856},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5246,C00180648,LINCOLN TER,Junk Vehicles,11 06 14 4 017 087.000,NUISANCE,1751328000000,4,{C5E8CA4C-FFA9-4849-93AC-34A61C0D12F8},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5247,C00180649,2031 SOUTH LINCOLN TER,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 080.000,NUISANCE,1751328000000,4,{87972B10-2DA1-454D-8FA7-97BC9DE40C65},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5248,C00180650,1300 OAK ST,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 06 14 4 017 077.000,NUISANCE,1751328000000,4,{6C28A4BE-3C04-4186-88D7-8D577D658D10},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5249,C00180652,206 EAST FAIRVIEW AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 19 3 003 006.000,NUISANCE,1751328000000,7,{E7E96D01-97B8-4111-A2C6-97C76189FFFE},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5250,C00180653,3365 WILMINGTON RD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 19 3 012 009.000,NUISANCE,1751328000000,7,{BC02DE02-B0C0-42FE-8097-D16AAF80B17E},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5251,C00180766,2051 NORTH LINCOLN TER,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 017 101.000,NUISANCE,1751328000000,4,{25AB2789-6F4B-4B15-82B3-F29B04584F2A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5252,C00180706,127 SIMPSON ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 4 002 026.000,NUISANCE,1751328000000,7,{54A1B07F-B986-449E-9E67-6249D63063D9},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5253,C00180711,402 AUBURN ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 008 001.000,NUISANCE,1751328000000,7,{EACD2B56-5771-4641-BDEA-CCF249287194},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5254,C00180716,4019 SOUTHMONT DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 30 3 008 061.000,NUISANCE,1751328000000,7,{8B9D09EC-5533-4BC0-9379-1561688B399C},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5255,C00180851,106 WADE ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 4 019 018.000,NUISANCE,1751328000000,7,{9E4224C6-F7A7-48D2-B481-B93C1B18A517},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5256,C00180895,220 MARSHALL ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 003 012.000,NUISANCE,1751328000000,7,{6ABB1C00-1BB5-4C0C-B2AD-0F483EA06685},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5257,C00180905,4219 SOUTH COURT ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 2 003 037.000,NUISANCE,1751328000000,7,{6A5F5B11-AEFC-4F34-9BD7-39C82FB99B25},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5258,C00180906,4225 SOUTH COURT ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 2 003 038.000,NUISANCE,1751328000000,7,{4A32A5EC-10EF-42F2-AA3F-1F3859AFF1AA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5259,C00180907,9 DAVIS DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 2 002 020.000,NUISANCE,1751328000000,7,{096C435C-B807-478D-B3C5-3C4A07F0FD79},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5260,C00180746,1620 BILLINGS ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 010 018.000,NUISANCE,1751328000000,7,{5E30A4C5-6C02-42CB-945D-760F8319BE45},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5261,C00180424,4323 NORMAN BRIDGE RD,"Auto Parts, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass",10 09 31 4 002 046.000,NUISANCE,1751328000000,5,{9408DC89-1002-42C8-BAC9-E74484518394},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5262,C00180345,422 FINLEY AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 18 3 027 003.000,NUISANCE,1751328000000,7,{1F6801AD-1210-4A21-AA3A-B89492F8DDF7},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5263,C00180349,158 WEST SOUTH BLVD,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 055.000,NUISANCE,1751328000000,4,{FC786C51-4BDD-40D6-B783-86AFA79E15F2},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5264,C00180350,140 WEST SOUTH BLVD,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 058.000,NUISANCE,1751328000000,4,{9017B780-BBA1-4025-B69B-1F5240F36B24},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5265,C00180352,3 COLLINWOOD AV,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 001.000,NUISANCE,1751328000000,4,{72ABB8A7-5992-4DB2-91F6-B7688FB5D010},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5266,C00180354,145 COLLINWOOD AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 011.000,NUISANCE,1751328000000,4,{6455ED04-92AC-47BC-A4F9-49E47E388722},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5267,C00180355,151 COLLINWOOD AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 012.000,NUISANCE,1751328000000,4,{5814C457-9D58-485C-A480-864630E15FDA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5268,C00180358,164 COLLINWOOD AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 005 019.000,NUISANCE,1751328000000,4,{D3D4BCB3-BA25-4D54-96DD-D657FE3F6CE6},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5269,C00180359,204 COLLINWOOD AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 004 019.000,NUISANCE,1751328000000,4,{24F59154-5E9B-409A-AFEB-376766CFB644},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5270,C00180363,207 WEST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 003 005.000,NUISANCE,1751328000000,4,{30F162E2-9866-4A91-95AA-28D97871EFC5},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5271,C00180361,215 COLLINWOOD AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 003 003.000,NUISANCE,1751328000000,4,{359E661F-2609-412F-A9EC-07149C1CE1F2},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5272,C00180364,211 WEST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 003 006.000,NUISANCE,1751328000000,4,{22BE841E-0E64-4658-B001-75C96F249ACE},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5273,C00180365,216 WEST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 002 028.000,NUISANCE,1751328000000,4,{A8259E29-07D8-44B6-8A21-C59661308B92},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5274,C00180366,234 WEST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 002 025.000,NUISANCE,1751328000000,4,{9E5AE3D9-42A3-4613-958E-0FA22E8ED862},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5275,C00180367,246 WEST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 002 023.000,NUISANCE,1751328000000,4,{8333759D-CF09-4563-A47C-A3C72C96B899},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5276,C00180368,259 SHADYSIDE LN,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 006 027.000,NUISANCE,1751328000000,4,{9D1695A8-D85B-4AEE-85C5-D3047F9C9271},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5277,C00180372,121 SHADYSIDE LN,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 36 1 005 007.000,NUISANCE,1751328000000,4,{C8033ED1-89E4-494C-B0F5-41BA77F772E4},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5278,C00180489,1701 CRAIG ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 017 051.000,NUISANCE,1751328000000,7,{16598943-B984-486B-B474-71B4F10A0E93},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5279,C00180490,521 LINCOLN ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 018 003.000,NUISANCE,1751328000000,7,{438DCE8A-1A86-4A88-8F33-1902E0C5F1ED},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5280,C00180491,533 LINCOLN ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 1 018 004.000,NUISANCE,1751328000000,7,{383697FB-ABEC-45F5-85CF-DE407D48DDD9},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5281,C00180492,3367 ROSA L PARKS AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 008 017.000,NUISANCE,1751328000000,4,{00A742D3-12CD-4996-889C-6E07294EBCE1},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5282,C00179894,100 STUART ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 006 032.000,NUISANCE,1750118400000,4,{7D08CD0D-FBD0-4CB8-9338-9F2A9138F17F},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5283,C00179895,3107 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 001 043.000,NUISANCE,1750118400000,4,{067C4414-47A0-4EA2-A29D-9F287DE5DC99},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5284,C00179893,303 TRUETT DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 1 014 001.000,NUISANCE,1750118400000,4,{52E93D12-CAE7-44EF-BF0A-0BBB4BAB43CD},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5285,C00179896,3105 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 001 042.000,NUISANCE,1750118400000,4,{6C6298F1-FCBA-450E-A21D-AD60D2276BCE},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5286,C00180334,330 MEEHAN ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 4 012 013.000,NUISANCE,1751328000000,7,{C2DF77BD-CCD7-4831-8BB4-17734BE08A95},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5287,C00180070,459 JAPONICA ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 009 013.000,NUISANCE,1751328000000,4,{C4A7F267-D83B-483F-BB6C-862CB530EE5A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5288,C00180295,117 EAST WOODLAND DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 2 001 022.000,NUISANCE,1751328000000,7,{AAD10C5E-D008-4628-A9D0-A249979911C8},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5289,C00180071,447 JAPONICA ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 009 011.000,NUISANCE,1751328000000,4,{0408B9D4-0AEA-4E3F-9DAD-137A3994DA02},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5290,C00179751,363 AUBURN ST,"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass",11 06 24 1 013 008.000,NUISANCE,1751328000000,7,{11C5105D-0BDF-4641-8735-B7696B58F62A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5291,C00179370,900 WEST SOUTH BLVD,Abandoned/Obsolete Sign,11 07 35 1 000 006.000,SIGN,1750118400000,4,{F3DC460C-1DD3-4621-A6D2-0769B208AB81},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5292,C00179513,1384 DEVONSHIRE DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 32 2 010 003.000,NUISANCE,1750118400000,5,{EC2479CF-40E2-40BC-899E-18F71ADE9181},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5293,C00179514,1389 DEVONSHIRE DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 32 2 009 045.000,NUISANCE,1750118400000,5,{D42221C1-5E42-44A6-83C7-E813C55F2C32},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
