X,Y,OBJECTID,Join_Count,TARGET_FID,Offense_No,Item_No,Type,Address,Parcel_No,Remarks,Source_Date,Id
504254.093913551,675740.936973482,195,1,195,C00173644,128,NUISANCE,1600 OAK ST,11 06 23 1 014 001.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS* ENHANCE ABETMENT",2025/02/18 00:00:00+00,4
503308.001317549,675873.085659318,196,1,196,C00173640,127,NUISANCE,2138 STELLA ST,11 06 23 1 012 017.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503507.153150223,675679.196611397,197,1,197,C00173643,129,NUISANCE,2117 STELLA ST,11 06 23 1 015 002.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503115.369156882,676020.065024152,198,1,198,C00173600,126,NUISANCE,2157 DOROTHY ST,11 06 23 1 012 010.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
502237.441450801,676269.125877731,199,1,199,C00173534,124,NUISANCE,1605 MOBILE RD,11 06 23 1 004 022.004,"* DEBRIS, LITTER, JUNK, TRASH, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
504148.996354721,676236.323121801,200,1,200,C00173597,122,NUISANCE,2016 DOROTHY ST,11 06 23 1 001 019.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
501874.580627967,676404.695488475,201,1,201,C00173530,125,NUISANCE,1615 TERMINAL RD,11 06 23 1 005 001.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503439.423298799,676375.184392646,202,1,202,C00173538,123,NUISANCE,EARLY ST,11 06 23 1 002 004.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
504099.0026883,676235.536377989,203,1,203,C00173598,121,NUISANCE,DOROTHY ST,11 06 23 1 001 018.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503174.159065548,677218.019321151,204,1,204,C00173586,120,NUISANCE,1308 MOBILE RD,11 06 14 4 020 011.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503207.7918723,677083.433304213,205,1,205,C00173583,117,NUISANCE,1317 MOBILE RD,11 06 14 4 018 024.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,4
503169.24503338,677053.498324737,206,1,206,C00173584,118,NUISANCE,1321 MOBILE RD,11 06 14 4 018 026.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,4
503085.080831639,677158.242865898,207,1,207,C00173581,119,NUISANCE,1332 MOBILE RD,11 06 14 4 020 010.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, TREE LIMBS",2025/02/18 00:00:00+00,4
503238.308871634,677107.131419562,208,1,208,C00173582,116,NUISANCE,1313 MOBILE RD,11 06 14 4 018 023.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,4
504182.956916716,678617.5585168,209,1,209,C00173495,115,NUISANCE,968 OAK ST,11 06 14 4 012 038.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503685.19544505,678201.297866389,210,1,210,C00173500,112,NUISANCE,2058 CLIO ST,11 06 14 4 012 020.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
504192.412934549,678259.84794613,211,1,211,C00173497,113,NUISANCE,1018 OAK ST,11 06 14 4 012 030.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
504183.563870877,678582.783980064,212,1,212,C00173496,114,NUISANCE,OAK ST,11 06 14 4 012 037.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503588.822934382,678182.60663081,213,1,213,C00173498,110,NUISANCE,938 ERATO ST,11 06 14 4 010 023.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503588.141505294,678221.600975394,214,1,214,C00173499,111,NUISANCE,930 ERATO ST,11 06 14 4 010 024.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503955.327778798,679308.356019735,215,1,215,C00173595,108,NUISANCE,859 LUCY ST,11 06 14 1 034 005.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503773.137198295,679024.871022388,216,1,216,C00173594,109,NUISANCE,2107 WEST FRED D GRAY AVE,11 06 14 4 001 010.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503945.398336709,679361.524876662,217,1,217,C00173608,107,NUISANCE,855 LUCY ST,11 06 14 1 034 004.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503784.117163215,679340.818553232,218,1,218,C00173607,104,NUISANCE,858 LUCY ST,11 06 14 1 033 007.001,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503944.700831551,679401.518891148,219,1,219,C00173596,105,NUISANCE,851 LUCY ST,11 06 14 1 034 003.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503785.387829963,679290.833088897,220,1,220,C00173605,103,NUISANCE,862 LUCY ST,11 06 14 1 033 007.000,"* CARPET, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, WEEDS, WOOD",2025/02/18 00:00:00+00,4
503944.020058636,679440.513235733,221,1,221,C00173609,106,NUISANCE,845 LUCY ST,11 06 14 1 034 003.001,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
503302.318258055,680661.887761466,222,1,222,C00173610,102,NUISANCE,560 GREYHOUND ST,11 06 14 1 008 026.000,"* DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE VIOLATION, WEEDS* TREE DOWN WRECKED CAR",2025/02/18 00:00:00+00,4
503303.620748885,680616.81993822,223,1,223,C00173580,101,NUISANCE,566 GREYHOUND ST,11 06 14 1 008 024.000,"* DEBRIS, FURNITURE, LITTER, JUNK, TRASH* REMOVE THE INTERIOR FURNITURE OFF THE FRONT PORCH AND PICK UP SCATTERED DEBRIS OVER PROPERTY",2025/02/18 00:00:00+00,4
507200.872468803,678090.287589721,224,1,224,C00173482,100,NUISANCE,330 MEEHAN ST,11 06 13 4 012 013.000,"* JUNK VEHICLES, OVERGROWN GRASS, TREE LIMBS, WEEDS* 1 BLACK CHEVY TAHOE",2025/02/18 00:00:00+00,7
507436.2597933,678462.701871134,225,1,225,C00173515,98,NUISANCE,920 BELVIEW ST,11 06 13 4 004 036.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, TREE VIOLATION, WEEDS",2025/02/18 00:00:00+00,7
507553.44427022,678418.859111063,226,1,226,C00173517,99,NUISANCE,250 COLUMBIA AVE,11 06 13 4 005 011.000,"* DEBRIS, LITTER, JUNK, TRASH",2025/02/18 00:00:00+00,7
507438.725339554,678428.865324646,227,1,227,C00173516,97,NUISANCE,924 BELVIEW ST,11 06 13 4 004 035.000,"* DEBRIS, LITTER, JUNK, TRASH, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
507242.1715988,678414.568437226,228,1,228,C00173406,96,NUISANCE,332 COLUMBIA AVE,11 06 13 4 004 026.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE ALL EXCESSIVE OVERGROWTH",2025/02/18 00:00:00+00,7
507216.171650801,678414.306954801,229,1,229,C00173407,95,NUISANCE,336 COLUMBIA AVE,11 06 13 4 004 025.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,7
507166.172735047,678413.804987304,230,1,230,C00173408,94,NUISANCE,344 COLUMBIA AVE,11 06 13 4 004 023.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE PILE OF TREE LIMBS AND DEBRIS FROM CURB",2025/02/18 00:00:00+00,7
504427.313383382,677691.151576973,231,1,231,C00173479,91,NUISANCE,1037 MILL ST,11 06 13 3 006 003.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
507053.073879886,678412.670475155,232,1,232,C00173410,93,NUISANCE,410 COLUMBIA AVE,11 06 13 4 004 018.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE EXCESSIVE OVERGROWTH NEAR CURB",2025/02/18 00:00:00+00,7
505934.610237543,677729.421513557,233,1,233,C00173518,92,NUISANCE,703 MILL ST,11 06 13 3 022 001.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,7
507393.618802465,679467.06370756,234,1,234,C00173455,90,NUISANCE,635 MORGAN AVE,11 06 13 1 013 069.000,"* DEBRIS, LITTER, JUNK, TRASH* TRAILER WITHOUT WHEELS AND PILE BEHIND BUILDING.",2025/02/18 00:00:00+00,7
507614.563898623,679360.141677313,235,1,235,C00173457,89,NUISANCE,644 VIRGINIA AVE,11 06 13 1 013 060.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
507812.953265633,679316.546292059,236,1,236,C00173456,88,NUISANCE,647 VIRGINIA AVE,11 06 13 1 013 050.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,7
489265.724284053,676517.956416808,237,1,237,C00173467,85,NUISANCE,3112 SHELDON LN,11 05 16 3 004 053.000,"* AUTO PARTS, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, WEEDS* REMOVE THE ACCUMULATION OF TIRES DEBRIS AND ANY OTHER MISC. ITEMS",2025/02/18 00:00:00+00,4
491186.052136302,678103.10613364,238,1,238,C00172585,86,NUISANCE,29 LORAINE ST,11 05 16 4 006 002.000,"* JUNK VEHICLES, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE WRECKED INOPERABLE VEHICLE ALONG THE SIDE OF THE FENCE",2025/02/18 00:00:00+00,4
486687.388889551,686447.798433721,239,1,239,C00173429,82,NUISANCE,BIRMINGHAM HWY,11 03 08 1 001 005.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
485484.467410885,687650.015189394,240,1,240,C00173430,81,NUISANCE,4028 BIRMINGHAM HWY,11 03 05 3 003 032.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
485439.259824134,687758.394565791,241,1,241,C00173431,80,NUISANCE,4032 BIRMINGHAM HWY,11 03 05 3 003 031.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
485986.723296139,686404.32017424,242,1,242,C00173432,83,NUISANCE,0 BIRMINGHAM HWY,11 03 08 1 002 002.000,"* BLDG. MATERIAL, CARPET, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
501616.68350596,682886.555884309,243,1,243,C00173422,79,NUISANCE,1315 MAXWELL BLVD,11 01 11 4 005 004.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS, WOOD",2025/02/18 00:00:00+00,4
510294.396465462,665294.027093053,244,1,244,C00173577,76,NUISANCE,22 DAVIS DR,10 09 31 2 003 025.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS",2025/02/18 00:00:00+00,7
501540.934969801,682875.854134068,245,1,245,C00173423,77,NUISANCE,1323 MAXWELL BLVD,11 01 11 3 011 002.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
489500.247437049,681093.46793507,246,1,246,C00173427,84,NUISANCE,3160 BIRMINGHAM HWY,11 05 16 2 001 002.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,4
499374.398292378,682130.725374974,247,1,247,C00173424,78,NUISANCE,1919 BELL ST,11 01 11 3 015 002.000,"* BLDG. MATERIAL, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS, WOOD",2025/02/18 00:00:00+00,4
510028.307102636,665519.192653231,248,1,248,C00173576,75,NUISANCE,9 DAVIS DR,10 09 31 2 002 020.000,"* BLDG. MATERIAL, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
526042.810834724,665271.166574471,249,1,249,C00173024,72,NUISANCE,2615 E SOUTH BLVD,10 08 34 2 002 026.000,"* JUNK VEHICLES, LITTER, JUNK, TRASH, OVERGROWN GRASS* GREY BURNED CAR GREY CAR TAN SUV TAN CAR",2025/02/18 00:00:00+00,5
521205.482910972,663143.741367392,250,1,250,C00173411,70,NUISANCE,2304 OVERHILL RD,10 08 33 3 004 004.000,"* AUTO PARTS, BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS OVER ENTIRE PROPERTY INCLUDING FRONT AND REAR",2025/02/18 00:00:00+00,6
523846.405450631,662538.388247393,251,1,251,C00173573,71,NUISANCE,3218 BRAEBURN RD,10 08 33 4 011 018.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,6
516399.228087798,668834.637137815,252,1,252,C00173220,74,NUISANCE,1230 GREGORY AVE,10 09 29 2 012 005.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
521434.413883552,667266.852871805,253,1,253,C00172999,69,NUISANCE,2719 WOODLEY RD,10 08 28 3 002 017.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,5
517321.020863637,670250.074923724,254,1,254,C00173621,73,NUISANCE,3444 NARROW LANE RD,10 09 29 2 008 013.000,"* DEBRIS, TREE LIMBS, TREE STUMPS, TREE VIOLATION, WEEDS",2025/02/18 00:00:00+00,7
538163.404703718,677172.709044315,255,1,255,C00173384,66,NUISANCE,1280 EASTERN BLVD,10 06 13 3 000 007.002,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,5
527673.560525965,669335.650899567,256,1,256,C00173489,68,NUISANCE,3466 FERNWAY DR,10 08 27 2 017 015.000,"* LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS",2025/02/18 00:00:00+00,5
537677.781003051,670012.911027975,257,1,257,C00173287,67,NUISANCE,2023 REXFORD RD,10 07 25 2 003 007.006,"* DEBRIS, FURNITURE* REMOVE DEBRIS/FURNITURE FROM REAR OF THE PROPERTY",2025/02/18 00:00:00+00,8
515067.087707464,673879.010579221,258,1,258,C00173614,63,NUISANCE,1104 EAST FAIRVIEW AVE,10 04 20 3 002 005.001,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE ALL THE SCATTERED DEBRIS FROM PROPERTY INCLUDING FRONT,REAR AND OPEN SHED/REPAIR LEANING FENCE",2025/02/18 00:00:00+00,7
515005.068146467,673883.217919886,259,1,259,C00173612,62,NUISANCE,1100 EAST FAIRVIEW AVE,10 04 20 3 002 005.000,"* DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE DOWNED TREE CUT BACK OVER GROWTH ON STRUCTURE/INOPERABLE VEHICLE REAR",2025/02/18 00:00:00+00,7
519875.738851298,675394.483926222,260,1,260,C00173211,61,NUISANCE,2057 COMMODORE ST,10 04 20 1 009 008.000,"* TREE LIMBS, TREE VIOLATION",2025/02/18 00:00:00+00,7
514367.071719043,677084.451346807,261,1,261,C00173245,60,NUISANCE,1507 DUNBAR ST,10 04 18 4 012 002.000,"* AUTO PARTS, JUNK VEHICLES, LITTER, JUNK, TRASH* GRAY CHEVY SILVERADO, SILVER HONDA ACCORD, BURGUNDY HONDA ACCORD, BLACK CHEVY IMPALA",2025/02/18 00:00:00+00,7
519369.503971379,677547.769973986,262,1,262,C00173721,59,NUISANCE,2342 EAST FOURTH ST (OP),10 04 17 4 022 001.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
530417.885417879,672261.583695978,263,1,263,C00173494,65,NUISANCE,1924 TALBOT TER,10 05 22 4 003 023.000,* TIRES* THERE IS DEBRIS AND TIRS IN THE FRONT YARD.,2025/02/18 00:00:00+00,5
521136.130687468,681766.647691056,264,1,264,C00173303,64,NUISANCE,621 ANN ST,10 05 16 2 002 013.001,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,1
519492.385287296,677714.853629313,265,1,265,C00173720,58,NUISANCE,2403 EAST FOURTH ST (OP),10 04 17 4 020 003.001,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
519496.623795878,677933.364019059,266,1,266,C00173718,57,NUISANCE,1701 OWENS ST,10 04 17 4 020 001.000,"* BLDG. MATERIAL, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
518914.954027466,677902.010079138,267,1,267,C00173717,55,NUISANCE,2300 EAST THIRD ST (OP),10 04 17 4 019 010.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
518162.467343464,678092.442441069,268,1,268,C00173724,54,NUISANCE,2137 EAST THIRD ST (OP),10 04 17 4 014 017.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
519116.975933131,677744.569449149,269,1,269,C00173722,56,NUISANCE,2315 EAST FOURTH ST (OP),10 04 17 4 019 015.000,"* OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
518012.479454458,678090.532339901,270,1,270,C00173723,53,NUISANCE,2125 EAST THIRD ST (OP),10 04 17 4 014 014.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
518757.835247211,678460.052598238,271,1,271,C00173716,52,NUISANCE,2231 EAST SECOND ST (OP),10 04 17 4 007 016.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,7
518685.118201051,679345.158439569,272,1,272,C00173675,51,NUISANCE,2316 CHESTNUT ST,10 04 17 1 052 008.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518374.905238796,679625.973494723,273,1,273,C00173661,50,NUISANCE,1114 BUFORD ST,10 04 17 1 047 008.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518761.633467969,679555.620288976,274,1,274,C00173674,49,NUISANCE,2323 CHESTNUT ST,10 04 17 1 046 012.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
519372.346157294,679566.09074048,275,1,275,C00173672,48,NUISANCE,2517 CHESTNUT ST,10 04 17 1 044 013.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
519570.414986882,679719.010710225,276,1,276,C00173670,47,NUISANCE,2530 POPLAR ST,10 04 17 1 044 003.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
519792.717363801,679932.29374823,277,1,277,C00173671,46,NUISANCE,1027 CHARLES ST (OP),10 04 17 1 042 003.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
519467.752134465,679927.526369303,278,1,278,C00173668,45,NUISANCE,2523 POPLAR ST,10 04 17 1 041 016.000,"* BLDG. MATERIAL, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518915.928763047,680067.989671066,279,1,279,C00173665,44,NUISANCE,2304 LOCUST ST,10 04 17 1 040 005.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518344.367898297,680060.637979738,280,1,280,C00173663,43,NUISANCE,1006 BUFORD ST,10 04 17 1 038 008.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518343.731088553,680110.633614652,281,1,281,C00173662,42,NUISANCE,1002 BUFORD ST,10 04 17 1 038 001.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
518030.916753553,680266.88100557,282,1,282,C00173625,41,NUISANCE,2031 LOCUST ST,10 04 17 1 034 011.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, TREE VIOLATION, WEEDS, WOOD* ENHANCE ABETEMENT",2025/02/18 00:00:00+00,3
517830.815447714,680226.491650641,283,1,283,C00173667,40,NUISANCE,929 BOYCE ST,10 04 17 1 034 008.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, TREE LIMBS, WEEDS",2025/02/18 00:00:00+00,3
517196.412188962,682599.734279469,284,1,284,C00173026,38,NUISANCE,1728 MT MEIGS RD,10 03 08 3 014 001.000,"* DEBRIS, LITTER, JUNK, TRASH* ALL AT BACK OF BUILDING ALL NEEDS TO BE CLEANED UP.",2025/02/18 00:00:00+00,3
518341.877089635,688099.917504825,285,1,285,C00173677,37,NUISANCE,845 CLAUDETTE COLVIN DR,10 03 05 4 014 001.000,"* DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* REMOVE ALL SCATTERED DEBRIS FROM PROPERTY INCLUDING VEHICLE",2025/02/18 00:00:00+00,3
517253.563321382,682482.07998722,286,1,286,C00173402,39,NUISANCE,324 BOYCE ST,10 03 08 3 014 002.000,"* DEBRIS, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* CUT ALL THE WAY TO THE BACK OF THE LOT ALSO AT CUT IN THE FENCE IN AREA ALSO.",2025/02/18 00:00:00+00,3
525828.017629128,684068.026290402,287,1,287,C00173229,35,NUISANCE,3619 PLEASANT RIDGE RD,10 02 10 3 005 018.000,"* APPLIANCES, BLDG. MATERIAL, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, WEEDS* FRONT AND BACK YARD ALL NEEDS TO BE CLEANED UP.",2025/02/18 00:00:00+00,1
518595.82310405,691581.750108071,288,1,288,C00173513,36,NUISANCE,1976 JOHNSON ST (HIGHLAND GARDENS),10 03 05 1 004 003.000,"* CARPET, DEBRIS, FURNITURE, OVERGROWN GRASS, WEEDS* REMOVE ALL SCATTERED DEBRIS FROM PROPERTY INCLUDING PORCH",2025/02/18 00:00:00+00,3
523609.341292214,684367.420376636,289,1,289,C00173452,34,NUISANCE,3250 WILLOW LANE DR,10 02 09 4 005 003.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH* ALL IN THE BACK YARD",2025/02/18 00:00:00+00,1
524748.297019549,684640.182954475,290,1,290,C00173375,33,NUISANCE,3309 COTTONWOOD DR,10 02 09 4 002 002.000,"* APPLIANCES, DEBRIS, FURNITURE, LITTER, JUNK, TRASH* ALL IN FRONT YARD",2025/02/18 00:00:00+00,1
521697.543934714,683943.475030303,291,1,291,C00173691,30,NUISANCE,203 DUNN DR,10 02 09 3 017 003.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, WOOD",2025/02/18 00:00:00+00,1
522602.033595547,682648.950388387,292,1,292,C00173446,29,NUISANCE,211 OAK FOREST DR,10 02 09 3 015 034.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH",2025/02/18 00:00:00+00,1
521543.433350544,683605.854314469,293,1,293,C00173448,32,NUISANCE,212 DUNN DR,10 02 09 3 018 009.000,"* AUTO PARTS, DEBRIS, FURNITURE, LITTER, JUNK, TRASH",2025/02/18 00:00:00+00,1
521921.06021997,683536.410227649,294,1,294,C00173444,31,NUISANCE,118 BRADLEY DR,10 02 09 3 017 013.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH",2025/02/18 00:00:00+00,1
523547.197059557,692190.341082469,295,1,295,C00173393,27,NUISANCE,962 HANOVER DR,10 02 04 1 006 003.000,"* AUTO PARTS, BLDG. MATERIAL, CARPET, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TREE LIMBS, WEEDS, WOOD",2025/02/18 00:00:00+00,2
524304.583340049,689352.150236569,296,1,296,C00173419,28,NUISANCE,3062 PINEHILL RD,10 02 04 4 003 002.000,"* DEBRIS, LITTER, JUNK, TRASH",2025/02/18 00:00:00+00,2
530542.40255731,688651.396716811,297,1,297,C00173383,26,NUISANCE,526 WAKEFIELD DR,10 02 03 4 004 078.000,"* BLDG. MATERIAL, DEBRIS, LITTER, JUNK, TRASH, TIRES",2025/02/18 00:00:00+00,2
541970.446302217,683117.750631899,298,1,298,C00173394,22,NUISANCE,5904 CARMEL DR,09 03 07 3 000 007.070,"* AUTO PARTS, JUNK VEHICLES* RED CAR",2025/02/18 00:00:00+00,9
