OBJECTID,Id,Type_,Material,Cond_,Chan_Shp,Width_T,Width_B,Slope,MaintDate,Basin,Ditch_Name,Flow_Dir,Empty_To,created_user,created_date,last_editor_user,last_editor_date,last_edited_user,last_edited_date,Supervisor,TYPE,First_Cut,Second_Cut,Third_Cut,Next_Scheduled,FACILITYID,Prev_Year_First_Cut,Prev_Year_Second_Cut,Prev_Year_Third_Cut,Shape__Length
14963,0,0,0,0,0,0.1862952,0.0,0.0,Received Third Cut,GENETTA DITCH,W EDGEMONT AVE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1742169600000,1749513600000,1753056000000,,W10,1713225600000,1724803200000,,983.6386684151117
14964,0,0,0,0,0,0.01876806,0.0,0.0,Received Third Cut,GENETTA DITCH,OAK ST @ CARVER, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1744243200000,1748822400000,1754956800000,,W23,1729555200000,,,1279.1131432602854
14965,0,0,0,0,0,0.3070338,0.0,0.0,Received Third Cut,GENETTA DITCH,ALEXANDER ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1742947200000,1750636800000,1753315200000,,W22,1725321600000,,,1621.1384818030274
14966,0,0,0,0,0,0.34949451,0.0,0.0,Received Third Cut,CLOVERLAND DITCH,OAK ST AT RAIL ROAD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1744761600000,1750809600000,1755648000000,,W35,1717977600000,,,1845.330991364233
14967,0,0,0,0,0,0.12443631,0.0,0.0,Received Third Cut,CLOVERLAND DITCH,S COURT ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1744761600000,1750896000000,1755648000000,,W41,1710806400000,1714521600000,1721692800000,657.0237168287609
14968,0,0,0,0,0,0.17641586,0.0,0.0,Received Third Cut,CLOVERLAND DITCH,DAVIS DR, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1747699200000,1751328000000,1755648000000,,W47,1714608000000,1718150400000,1722211200000,931.4757212289478
14969,3,0,0,0,0,0.067605,0.0,0.0,Received Third Cut,AUDUBON DITCH,SUSSEX DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765571218000,SOUTH,DITCH,1742428800000,1747267200000,1752019200000,,S13,1709078400000,1715731200000,1720569600000,356.95440926589976
14970,3,0,0,0,0,0.12685303,0.0,0.0,Received Third Cut,AUDUBON DITCH,BUCKINGHAM DR-COVENTRY RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752701418000,SOUTH,DITCH,1742342400000,1747612800000,1752019200000,,S11,1715731200000,1720569600000,1729814400000,669.7840145063595
14971,3,0,0,0,0,0.13041742,0.0,0.0,Received Third Cut,HANNON SLOUGH,BANCROFT AVE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752701495000,SOUTH,DITCH,1742428800000,1747612800000,1752019200000,,S12,1715817600000,1720569600000,1724112000000,688.6039926059055
14972,3,0,0,0,0,0.08320397,0.0,0.0,Received Third Cut,HANNON SLOUGH,MACLAMAR RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756412276000,SOUTH,DITCH,1742256000000,1747180800000,1751932800000,,S06,1720483200000,1724025600000,,439.31694828113484
14973,3,0,0,0,0,0.12809712,0.0,0.0,Received Third Cut,AUDUBON DITCH,ALAMO DR, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1765571048000,SOUTH,DITCH,1742256000000,1747180800000,1751846400000,,S05,1720483200000,1724025600000,1727740800000,676.3528140578013
14974,3,0,0,0,0,0.08496738,0.0,0.0,Received Third Cut,HANNON SLOUGH,DEVONSHIRE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756412303000,SOUTH,DITCH,1742342400000,1747267200000,1752019200000,,S09,1715731200000,1724112000000,,448.62774401995665
14975,3,0,0,0,0,0.12548919,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,BRAEBURN RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572430000,SOUTH,DITCH,1743465600000,1749081600000,1753056000000,,S45,1710201600000,1713830400000,1717459200000,662.5829277382405
14976,3,0,0,0,0,0.04511148,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,ARGYLE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572460000,SOUTH,DITCH,1743465600000,1749081600000,1753056000000,,S46,1710201600000,1713830400000,1717459200000,238.188596647498
14977,3,0,0,0,0,0.02968552,0.0,0.0,Received Third Cut,WHITES SLOUGH,RENEE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572254000,SOUTH,DITCH,1743465600000,1748995200000,1753056000000,,S41,,,,156.7395206345431
14978,0,0,0,0,0,0.09901538,0.0,0.0,Received Third Cut,OLIVER CREEK,WOODMERE PARK W, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418800000,EAST,DITCH,1747267200000,1756166400000,1759795200000,,E78,1713312000000,1720483200000,1730160000000,435.522216567613
14979,0,0,0,0,0,0.08347991,0.0,0.0,Received Third Cut,THREE MILE BRANCH,BIENVILLE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765403069000,EAST,DITCH,1742428800000,1750204800000,1757289600000,,E15,1721088000000,1725840000000,,440.7739476042186
14980,0,0,0,0,0,0.09590045,0.0,0.0,Received Third Cut,THREE MILE BRANCH,FAIN CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765402548000,EAST,DITCH,1742428800000,1750204800000,1756944000000,,E14,1709164800000,1714608000000,1721088000000,506.3543618468016
14981,0,,0,0,0,0.16884982,0.0,0.0,Received Third Cut,THREE MILE BRANCH,BENNETT DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765403948000,EAST,DITCH,1742947200000,1752105600000,1758153600000,,E20,1709596800000,1715126400000,1725926400000,891.527026595992
14982,0,0,0,0,0,0.46931038,0.0,0.0,Received Third Cut,THREE MILE BRANCH,FRONTENAC ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765403674000,EAST,DITCH,1742428800000,1751846400000,1756857600000,,E16,1709596800000,1721174400000,1725494400000,2477.958823080463
14983,0,0,0,0,0,0.18450674,0.0,0.0,Received Third Cut,THREE MILE BRANCH,LOMBARD DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765402268000,EAST,DITCH,1742342400000,1749686400000,1756944000000,,E11,1721088000000,,,974.1955906744429
14984,3,0,0,0,0,0.13505214,0.0,0.0,Received Third Cut,THREE MILE BRANCH,WILEY RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575531000,SOUTH,DITCH,1746403200000,1750032000000,1755129600000,,S77,1710979200000,1719360000000,1723507200000,713.0752794374391
14985,3,0,0,0,0,0.14579468,0.0,0.0,Received Third Cut,THREE MILE BRANCH,DREXEL RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575547000,SOUTH,DITCH,1746403200000,1750032000000,1755129600000,,S78,1710979200000,1713398400000,1719360000000,769.7958852848268
14986,3,0,0,0,0,0.10482013,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,LANSDOWNE-DAN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575680000,SOUTH,DITCH,1747094400000,1750809600000,1755475200000,,S83,1715126400000,1719878400000,1726704000000,553.4502951161677
14987,3,0,0,0,0,0.08432472,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,WENTWORTH DR-2, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575514000,SOUTH,DITCH,1746403200000,1750032000000,1753660800000,,S76,1713312000000,1720483200000,1724803200000,445.234515392006
14988,3,0,0,0,0,0.13926847,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,WOODFERN DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575653000,SOUTH,DITCH,1747008000000,1750809600000,1755475200000,,S82,1715126400000,1719878400000,1726704000000,735.3375470787197
14989,3,0,0,0,0,0.05981744,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,NEWPORT RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575883000,SOUTH,DITCH,1747094400000,1750896000000,1755129600000,,S94,1711929600000,1719964800000,1723680000000,315.836109528984
14990,0,0,0,0,0,0.12769528,0.0,0.0,Received Third Cut,HANNON SLOUGH,BEAR ELEMENTERY, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575785000,SOUTH,DITCH,1747008000000,1750809600000,1755129600000,,S89,1720396800000,,,674.2310567726478
14991,0,0,0,0,0,0.36613934,0.0,0.0,Received Second Cut,HANNON SLOUGH,GREENBRIAR RD, , ,NPJACKSON,1740667602000,,,NPJACKSON,1752263333000,TRACTOR,TRACTOR,1741910400000,1747785600000,,,T06,,,,1933.215711232516
14992,3,0,0,0,0,0.06471666,0.0,0.0,Received Third Cut,HANNON SLOUGH,LANSDOWNE-JD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575707000,SOUTH,DITCH,1747008000000,1750809600000,1755475200000,,S85,1715126400000,1719878400000,1726704000000,341.703977209635
14993,0,0,0,0,0,0.11419256,0.0,0.0,Received Third Cut,THREE MILE BRANCH,HOLLY RIDGE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404786000,EAST,DITCH,1743033600000,1752883200000,1757894400000,,E28,1709683200000,1715212800000,1725926400000,602.9367171867228
14994,0,0,0,0,0,0.15858127,0.0,0.0,Received Third Cut,THREE MILE BRANCH,DERBY LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404651000,EAST,DITCH,1743033600000,1752796800000,1757894400000,,E26,1721606400000,,,837.3091220928296
14995,0,0,0,0,0,0.11522044,0.0,0.0,Received Third Cut,WARES FERRY DITCH,WOODLEDGE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404957000,EAST,DITCH,1743465600000,1752710400000,1757894400000,,E31,1715644800000,1721606400000,1726444800000,608.3639056764974
14996,0,0,0,0,0,0.05145473,0.0,0.0,Received Third Cut,THREE MILE BRANCH,STERLING DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404573000,EAST,DITCH,1743033600000,1752796800000,1757894400000,,E25,1709596800000,1715212800000,1721606400000,271.6809857150337
14997,0,0,0,0,0,0.06742031,0.0,0.0,Received Third Cut,THREE MILE BRANCH,BALBOA RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404899000,EAST,DITCH,1743465600000,1752883200000,1757894400000,,E29,1721606400000,,,355.97925784369477
14998,0,0,0,0,0,0.10746665,0.0,0.0,Received Third Cut,WARES FERRY DITCH,FOX HOLLOW_ CHRYSTAN CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765405017000,EAST,DITCH,1743465600000,1752451200000,1757894400000,,E32,1709683200000,-17219692800000,,889.4050705411407
14999,3,0,0,0,0,0.0854913,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,NORTH GASKELL, ,KINGSBURY,NPJACKSON,1740667602000,,,ABENEFIELD,1765575355000,SOUTH,DITCH,1745884800000,1750723200000,1753315200000,,S69,1710892800000,1718582400000,1722988800000,451.39407670928045
15000,3,0,0,0,0,0.07229889,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,NORDAN LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575336000,SOUTH,DITCH,1745884800000,1750636800000,1753315200000,,S68,1710892800000,1718582400000,,381.73815538368603
15001,3,0,0,0,0,0.06939824,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,DEBBY DR,WEST,BALDWIN SLOUGH,NPJACKSON,1740667602000,,,ABENEFIELD,1765573231000,SOUTH,DITCH,1745280000000,1749686400000,1753228800000,,S62,1710720000000,1718150400000,1722470400000,366.4226819712197
15002,3,0,0,0,0,0.13463697,0.0,0.0,Received Third Cut,WHITES SLOUGH,VALENCIA DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765573078000,SOUTH,DITCH,1745280000000,1749686400000,1753228800000,,S57,1710374400000,1717545600000,,710.8832060967501
15003,3,0,0,0,0,0.10669372,0.0,0.0,Received Third Cut,WHITES SLOUGH,EAGERTON RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752757520000,SOUTH,DITCH,1742860800000,1747785600000,1752451200000,,S27,1712620800000,1721088000000,,563.3428594449653
15004,3,0,0,0,0,0.065658,0.0,0.0,Received Third Cut,WHITES SLOUGH,KNOLLGATE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1753202800000,SOUTH,DITCH,1743033600000,1748908800000,1752710400000,,S33,1716336000000,,,346.67423313649505
15005,3,0,0,0,0,0.05070641,0.0,0.0,Received Third Cut,WHITES SLOUGH,CARRIAGE PL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752757749000,SOUTH,DITCH,1742860800000,1748390400000,1752537600000,,S28,1709510400000,1712620800000,1716249600000,267.7298482265269
15006,3,0,0,0,0,0.1836829,0.0,0.0,Received Third Cut,WHITES SLOUGH,CHARTRES LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572938000,SOUTH,DITCH,1744588800000,1749600000000,1754265600000,,S56,1710288000000,1717545600000,1722297600000,969.8456958298727
15007,3,0,0,0,0,0.08355791,0.0,0.0,Received Third Cut,AUDUBON DITCH,MARLOWE DR-NORTH, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752756796000,SOUTH,DITCH,1742428800000,1747699200000,1752105600000,,S17,1709078400000,1715817600000,,441.18575314431354
15008,3,0,0,0,0,0.02542029,0.0,0.0,Received Third Cut,HANNON SLOUGH,3021 BOXWOOD DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575725000,SOUTH,DITCH,1747008000000,1750896000000,1755129600000,,S86,,,,134.21910898699332
15009,3,0,0,0,0,0.03354877,0.0,0.0,Received Third Cut,HANNON SLOUGH,ROSEMONT PLACE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575770000,SOUTH,DITCH,1747008000000,1750896000000,1755129600000,,S88,1726704000000,,,177.13751245618218
15010,3,0,0,0,0,0.08082028,0.0,0.0,Received Third Cut,AUDUBON DITCH,ELLEN ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752699177000,SOUTH,DITCH,1742256000000,1747180800000,1751846400000,,S03,1720396800000,1724025600000,,426.7310766067733
15011,3,0,0,0,0,0.02931678,0.0,0.0,Received Third Cut,AUDUBON DITCH,LEBRON-DESOTO, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765571024000,SOUTH,DITCH,1742256000000,1747180800000,1751846400000,,S04,,,,154.7926189842004
15012,3,0,0,0,0,0.02147,0.0,0.0,Received Third Cut,GENETTA DITCH,552 S BAINBRIDGE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765570940000,SOUTH,DITCH,1742256000000,1747180800000,1751846400000,,S01,,,,113.36159729021797
15013,4,0,0,0,0,0.21984125,0.0,0.0,Received Third Cut,WARES FERRY DITCH,DUBUQUE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424325000,NORTH,DITCH,1747872000000,1754611200000,1761004800000,,N38,,,,1160.7617914476994
15014,4,0,0,0,0,0.24181094,0.0,0.0,Received Third Cut,WARES FERRY DITCH,LEDYARD PL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424364000,NORTH,DITCH,1747872000000,1754611200000,1761004800000,,N39,,,,1276.7617369414827
15015,4,0,0,0,0,0.11949173,0.0,0.0,Received Third Cut,WARES FERRY DITCH,HATCHER ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424386000,NORTH,DITCH,1751932800000,1754611200000,1761004800000,,N40,,,,630.9163435245495
15016,4,0,0,0,0,0.20315087,0.0,0.0,Received Third Cut,WARES FERRY DITCH,CROYDON RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424283000,NORTH,DITCH,1750204800000,1754611200000,1760572800000,,N37,,,,1072.6365925382217
15017,4,0,0,0,0,0.27895371,0.0,0.0,Received Third Cut,WARES FERRY DITCH,DALRAIDA PL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424257000,NORTH,DITCH,1745539200000,1754524800000,1760486400000,,N36,,,,1472.8755717651002
15018,4,0,0,0,0,0.15849641,0.0,0.0,Received Third Cut,WARES FERRY DITCH,LEWIS LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424024000,NORTH,DITCH,1745539200000,1754438400000,1759968000000,,N29,,,,836.8610628967434
15019,4,0,0,0,0,0.07239038,0.0,0.0,Received Third Cut,WARES FERRY DITCH,BOWLING GREEN DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424612000,NORTH,DITCH,1751932800000,1756339200000,1761091200000,,N43,,,,382.221193923636
15020,4,0,0,0,0,0.10721377,0.0,0.0,Received Third Cut,WARES FERRY DITCH,W RUTGERS LOOP, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424647000,NORTH,DITCH,1745798400000,1756252800000,1761609600000,,N44,,,,566.0886938836951
15021,4,0,0,0,0,0.09717536,0.0,0.0,Received Third Cut,WARES FERRY DITCH,CORNELL RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424672000,NORTH,DITCH,1751932800000,1756339200000,1761004800000,,N45,,,,513.0859006145954
15022,4,0,0,0,0,0.19493872,0.0,0.0,Received Third Cut,EASTDALE DITCH,AMITY LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424915000,NORTH,DITCH,1748390400000,1756080000000,1761177600000,,N56,,,,1029.2764412181705
15023,4,0,0,0,0,0.15251721,0.0,0.0,Received Third Cut,EASTDALE DITCH,BALFOUR RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424934000,NORTH,DITCH,1748390400000,1756425600000,1761177600000,,N57,,,,805.290879937012
15024,4,0,0,0,0,0.06795617,0.0,0.0,Received Third Cut,NEWTOWN DITCH,NEWTOWN NORTH, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766423744000,NORTH,DITCH,1745366400000,1751414400000,1759881600000,,N23,,,,358.80857930074455
15025,4,,0,0,0,0.03744291,12.0,0.0,Received Third Cut,NEWTOWN DITCH,OPP ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766423776000,NORTH,DITCH,1745366400000,1751414400000,1759881600000,,N24,,,,197.69855630791838
15026,4,0,0,0,0,0.08147546,0.0,0.0,Received Third Cut,CHILDRENS ZOO DITCH,BROADVIEW ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561969000,NORTH,DITCH,1743033600000,1752537600000,1759190400000,,N17,,,,430.19042035033647
15027,3,0,0,0,0,0.17370076,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,CROSS CREEK,WEST,BALDWIN SLOUGH,NPJACKSON,1740667602000,,,ABENEFIELD,1756412491000,SOUTH,DITCH,1743033600000,1748390400000,1752537600000,,S30,,,,917.1400239532045
15028,,,,,,0.07978014,,,Received Third Cut,MONTGOMERY EAST DITCH,IRONWOOD DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1766424997000,NORTH,DITCH,1750723200000,1755648000000,1761609600000,,N60,,,,421.23914735724327
15029,,,,,,0.12363534,,,Received Third Cut,THREE MILE BRANCH,SHERWOOD DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765404531000,EAST,DITCH,1742947200000,1752796800000,1758153600000,,E24,1709510400000,1715299200000,1721260800000,652.7945694937795
15030,,,,,,0.16581117,,,Received Third Cut,THREE MILE BRANCH,MILAN DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765403799000,EAST,DITCH,1742860800000,1751846400000,1757289600000,,E18,1709510400000,1721260800000,,875.4829688315147
15031,,,,,,0.06616597,,,Received Third Cut,THREE MILE BRANCH,LARKIN LN,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765404716000,EAST,DITCH,1743033600000,1752883200000,1757894400000,,E27,1725926400000,,,349.3562953086722
15032,0,0,0,0,0,0.02685155,0.0,0.0,Received Third Cut,THREE MILE BRANCH,BEDFORD LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765402187000,EAST,DITCH,1742256000000,1749686400000,1756944000000,,E10,1721088000000,,,141.77618455407264
15033,,,,,,0.06396093,,,Received Third Cut,THREE MILE BRANCH,MADOLYN LN,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765403840000,EAST,DITCH,1742947200000,1751846400000,1757289600000,,E19,1721260800000,,,337.7137018045483
15034,,,,,,0.32807656,,,Received Third Cut,OLIVER CREEK,OLD FOREST RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765551049000,EAST,DITCH,1746057600000,1753920000000,1758499200000,,E44,1710892800000,1716422400000,1722470400000,1732.244262806027
15035,0,0,0,0,0,0.33590292,0.0,0.0,Received Third Cut,OLIVER CREEK,OLD PUMP RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765551135000,EAST,DITCH,1745884800000,1754006400000,1758499200000,,E46,1710892800000,1722816000000,1729641600000,1773.5674186660958
15036,,,,,,0.13845966,,,Received Third Cut,OLIVER CREEK,SADDLEBACK RIDGE,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765550461000,EAST,DITCH,1744588800000,1753228800000,1758067200000,,E41,1710374400000,1722384000000,,731.0670108480665
15037,,,,,,0.06340037,,,Received Third Cut,THREE MILE BRANCH,ARTHUR ST,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765401846000,EAST,DITCH,1742169600000,1750032000000,1756771200000,,E03,1708992000000,1725321600000,,334.753962285825
15038,,,,,,0.12109071,,,Received Third Cut,HANNON SLOUGH,SETH JOHNSON DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1756412377000,SOUTH,DITCH,1742428800000,1747612800000,1752019200000,,S20,1709164800000,1712534400000,1715817600000,639.3589298587887
15039,,,,,,0.25214409,,,Received Third Cut,JENKINS CREEK,OCALA DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765551309000,EAST,DITCH,1745971200000,1754524800000,1758499200000,,E48,1711497600000,1717027200000,1722988800000,1331.3208090527758
15040,,,,,,0.13217026,,,Received Third Cut,OLIVER CREEK,DECKER LN,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765551459000,EAST,DITCH,1744588800000,1754524800000,1758067200000,,E49,1711497600000,1723075200000,1729555200000,697.8589904066155
15041,,,,,,0.67023852,,,Received Third Cut,OLIVER CREEK,AUTUMN RIDGE RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765552239000,EAST,DITCH,1747353600000,1754438400000,1758585600000,,E53,1711584000000,1717977600000,1723420800000,3538.85938184699
15042,,,,,,0.33288843,,,Received Third Cut,OLIVER CREEK,GLENCOE CT,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765551515000,EAST,DITCH,1746489600000,1754352000000,1758585600000,,E50,1711497600000,1717459200000,1723075200000,1757.6508926725683
15043,,,,,,0.49834257,,,Received Third Cut,JENKINS CREEK,PARKVIEW DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765552385000,EAST,DITCH,1746662400000,1754524800000,1758672000000,,E56,1711929600000,1730678400000,,2631.2487504973055
15044,,,,,,0.14141951,,,Received Third Cut,JENKINS CREEK,DUCK POND RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765552424000,EAST,DITCH,1746662400000,1754956800000,1758672000000,,E57,1711929600000,1723507200000,,746.6950025595231
15045,,,,,,0.15188095,,,Received Third Cut,JENKINS CREEK,CLOVERFIELD RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765552491000,EAST,DITCH,1746662400000,1754956800000,1759104000000,,E58,1718064000000,1723680000000,1730764800000,801.9314191939371
15046,,,,,,0.16491799,,,Received Third Cut,STURBRIDGE,HARVEST RIDGE DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765558790000,EAST,DITCH,1747267200000,1754870400000,1758758400000,,E62,1718668800000,1724025600000,1731456000000,870.7670111684226
15047,,,,,,0.77229063,,,Received Third Cut,JENKINS CREEK,PAYNE RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765558744000,EAST,DITCH,1747699200000,1754870400000,1758758400000,,E61,1712188800000,1718668800000,1724025600000,4077.694511209698
15048,,,,,,0.31179535,,,Received Third Cut,WARES FERRY DITCH,LAGOON COMMERCIAL,,,NPJACKSON,1740667602000,,,ABENEFIELD,1766425050000,NORTH,DITCH,1747785600000,1755820800000,1761609600000,,N63,,,,1646.2794295209667
15049,,,,,,0.03698174,,,Received Third Cut,THREE MILE BRANCH,ZEPHYR HILLS CT,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765402092000,EAST,DITCH,1742256000000,1749686400000,1756944000000,,E08,1721088000000,1725408000000,,195.26359204762736
15050,,,,,,0.24066582,,,Received Third Cut,JENKINS CREEK,STONERIDGE PL,,,NPJACKSON,1740667602000,,,ABENEFIELD,1765558700000,EAST,DITCH,1747008000000,1754956800000,1759104000000,,E60,1712188800000,1723680000000,,1270.7155113671006
15051,,,,,,0.10614972,,,Received Third Cut,BALDWIN SLOUGH,ROJON CT,,,NPJACKSON,1740667602000,,,ABENEFIELD,1766418873000,EAST,DITCH,1747267200000,1756512000000,1759795200000,,E80,1713916800000,1723075200000,,560.4705451728161
15052,,,,,,0.04123669,,,Received Third Cut,THREE MILE BRANCH,HONEYSUCKLE RD,,,NPJACKSON,1740667602000,,,ABENEFIELD,1766423893000,NORTH,DITCH,1751328000000,1753747200000,1759968000000,,N28,,,,217.72970706712607
15053,1,0,0,0,0,0.96970811,0.0,0.0,Received Third Cut,WARES FERRY DITCH,VANDERBILT LP/ATLANTA HWY, ,WARES FERRY DITCH,NPJACKSON,1740667602000,,,ABENEFIELD,1766424584000,NORTH,DITCH,1748390400000,1756857600000,1761177600000,,N42,,,,2616.432662924934
15054,,,,,,0.0260184,,,Received Third Cut,BALDWIN SLOUGH,HEATHERTON DR,,,NPJACKSON,1740667602000,,,ABENEFIELD,1766418902000,EAST,DITCH,1747267200000,1753833600000,1759795200000,,E81,1720483200000,,,137.37717646950372
15055,,,,,,0.03458372,,,Received Third Cut,CLOVERLAND DITCH,OAK ST,,,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1743033600000,1750723200000,1753660800000,,W32,1710374400000,1714521600000,1717545600000,182.60203990939402
15056,,,,,,0.08933498,,,Received Third Cut,CLOVERLAND DITCH,APRIL ST,,,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1743033600000,1750723200000,1753660800000,,W30,1710374400000,1717545600000,1725494400000,471.6887034425018
15057,,,,,,0.05091099,,,Received Third Cut,CLOVERLAND DITCH,LATIMER ST,,,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1743033600000,1750809600000,1753660800000,,W31,1717545600000,,,268.81004474570153
15058,,,,,,0.55875117,,,Received Third Cut,CLOVERLAND DITCH,SOUTHMONT DR,,,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1747699200000,1751328000000,1755734400000,,W43,1711324800000,1714521600000,1718150400000,2950.20616237381
15059,,,,,,0.07320593,,,Received Third Cut,GENETTA DITCH,POTOMAC AVE,,,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1742947200000,1750723200000,1754352000000,,W25,1721260800000,1725321600000,,386.5273275409933
15060,0,0,0,0,0,0.20294478,0.0,0.0,Received Third Cut,CLOVERLAND DITCH,KELLY LN, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1747699200000,1751328000000,1755648000000,,W46,1711324800000,1714521600000,1718150400000,1071.5484625939503
